id,profile
DEV-2ac6ccf19d1c,Windows | Windows 10 | chrome 64.0 | 1920x1080
DEV-2b3cdecec012,MacOS | Mac | chrome 61.0 | 1440x900
DEV-2b7d60f6b873,SAMSUNG SM-J700M Build/MMB29K | samsung browser 6.2
DEV-2bd3666399dd,SM-J710MN Build/MMB29K | chrome 56.0 for android
DEV-2bfdc203e56d,TA-1038 Build/NMF26O | chrome 64.0 for android
DEV-2c0b161d78b0,5015A Build/LMY47I | chrome 63.0 for android
DEV-2c15b5db1929,SM-G531H Build/LMY48B | chrome 60.0 for android
DEV-2c3f45a55a91,Windows | Windows 10 | edge 17.0 | 1680x1050
DEV-2c3f58d1c259,CHC-U03 Build/HuaweiCHC-U03 | chrome 64.0 for android
DEV-2c543dc76102,SM-J320M Build/LMY47V | chrome 64.0 for android
DEV-2c6ecd14cbc8,HTC Desire 650 Build/MMB29M | chrome 60.0 for android
DEV-2ca38e7c1a7c,SAMSUNG SM-G928G Build/NRD90M | samsung browser 6.2
DEV-2ccb0086cee6,LG-D693n Build/LRX22G | chrome generic
DEV-2cceddd6743a,LG-D693n Build/LRX22G | chrome 60.0 for android
DEV-2cdc97865f85,TA-1038 Build/NMF26O | chrome 65.0 for android
DEV-2cdef2f4febb,SAMSUNG SM-N910A Build/MMB29M | samsung browser 6.2
DEV-2d03544cf9b4,AX921 Build/MRA58K | chrome 66.0 for android
DEV-2d0c2c728804,SM-J510MN Build/MMB29M | chrome 62.0 for android
DEV-2d134e7d3497,chrome 63.0 for ios
DEV-2d3b6db81918,iOS Device | iOS 11.3.0 | mobile safari generic | 2208x1242
DEV-2d41dd028610,chrome 57.0
DEV-2d63d2d176ad,SM-J730G Build/NRD90M | chrome 65.0 for android
DEV-2d6bc2d39376,LG-K500 Build/MMB29M | chrome 63.0 for android
DEV-2d9018922af3,iOS Device | iOS 11.2.1 | mobile safari generic | 2436x1125
DEV-2d92ea3a89a9,Ilium L910 Build/MRA58K | chrome 63.0 for android
DEV-2dbb94f65e40,SAMSUNG SM-J320M Build/LMY47V | chrome generic
DEV-2ddf3919c3fe,X78 | chrome 66.0 for android
DEV-2def09f2eb04,M4 SS4456 Build/LMY47V | chrome 66.0 for android
DEV-2def68b99156,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 2436x1125
DEV-2df068d09a1d,Lenovo TB-X103F Build/LenovoTB-X103F | chrome generic for android
DEV-2e678726b2fd,SM-G928T Build/NRD90M | chrome 58.0 for android
DEV-2e9d5f5f7a69,G3313 | chrome 55.0 for android
DEV-2ec1709eca69,Trident/7.0 | ie 11.0 for desktop
DEV-2ec1a45f676b,Windows | Windows 10 | chrome 63.0 | 2560x1080
DEV-2ede78636da5,chrome 60.0
DEV-2f057fdac12b,SM-A500M Build/LRX22G | chrome 52.0 for android
DEV-2f1a3fbaaaec,rv:50.0 | firefox
DEV-2f3f1dfb8bc7,HUAWEI CUN-L03 Build/HUAWEICUN-L03 | chrome 63.0 for android
DEV-2f6232dd4a66,SM-G610M Build/MMB29K | chrome 50.0 for android
DEV-2f68dcd3d04b,VTR-L09 Build/HUAWEIVTR-L09 | chrome 63.0 for android
DEV-2f89c1c5b420,F5121 Build/34.3.A.0.252 | chrome 61.0 for android
DEV-2fbe49b10001,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 1440x900
DEV-2ff4fc8475d9,Windows | opera 52.0
DEV-300f8ed56ec0,CAM-L03 Build/HUAWEICAM-L03 | chrome 54.0 for android
DEV-303580954460,SAMSUNG SM-J730GM Build/NRD90M | samsung browser 6.4
DEV-3039bda7f7ab,LG-D213 | chrome 61.0 for android
DEV-305b6f04b5e2,LG-H500 Build/LRX21Y | chrome 64.0 for android
DEV-307ce11647e5,LG-H840 Build/NRD90U | chrome 58.0 for android
DEV-30b43470de67,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1366x768
DEV-30ba9aebef7f,TA-1039 Build/NMF26F | chrome 64.0 for android
DEV-30f594eee604,BAC-L03 Build/HUAWEIBAC-L03 | chrome 63.0 for android
DEV-318fd6d31dab,SM-G950U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2220x1080
DEV-31983c440ad3,Moto G (4) Build/NPJS25.93-14-10 | chrome 66.0 for android
DEV-319e0ffaac2d,F5321 Build/34.3.A.0.238 | chrome 61.0 for android
DEV-31a0a17a492f,LG-X210 Build/LMY47I | chrome 63.0 for android
DEV-31cbdf095456,SM-G531H Build/LMY48B | chrome 65.0 for android
DEV-31d616332e6f,LG-X230 Build/MRA58K | chrome 64.0 for android
DEV-31dc07cbb712,SM-G610M Build/MMB29K | chrome 63.0 for android
DEV-31dd801a93a8,Turbo C5 Build/LMY47I | chrome 59.0 for android
DEV-3206d61576fa,SM-G930P Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
DEV-3220a974b75b,LG-X180g Build/LMY47I | chrome 51.0 for android
DEV-3242bbb82bd6,Y635-L03 Build/HuaweiY635-L03 | chrome 65.0 for android
DEV-32573bc65daf,LG-D693n Build/LRX22G | chrome 57.0 for android
DEV-325f5c74eae7,HTC One M9 Build/NRD90M | chrome 62.0 for android
DEV-3262e27c07f5,Lenovo A6020l37 Build/LMY47V | chrome 63.0 for android
DEV-32af51d425d4,SAMSUNG SM-G955U Build/NRD90M | samsung browser 6.2
DEV-32b0b6fecc87,SAMSUNG SM-G532M Build/MMB29T | samsung browser 5.4
DEV-32dd2a9218f8,SM-G570M Build/NRD90M | chrome 63.0 for android
DEV-33224c858568,Hisense F20 Build/MMB29M | chrome 62.0 for android
DEV-3322e77222a3,MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1366x768
DEV-334537b79506,rv:56.0 | firefox
DEV-33581d605923,MotoG3 Build/MPIS24.65-33.1-2-16 | chrome 62.0 for android
DEV-33935d7f5b96,SM-J500M Build/LMY48B | chrome 63.0 for android
DEV-339eefa4ed4a,XT1563 Build/MPD24.107-52 | chrome 63.0 for android
DEV-33c1dbbc0f72,SM-J200M Build/LMY47X | chrome 62.0 for android
DEV-33fa1fed5841,SM-G950F Build/NRD90M | chrome generic for android
DEV-33fbdd9530ad,SAMSUNG SM-J120H Build/LMY47V | other
DEV-343d00c4042f,Tmovi Build/Vision | chrome generic
DEV-3453310db6e7,Hisense F20 Build/MMB29M | chrome 46.0 for android
DEV-345a765edb1d,5010G Build/MRA58K | chrome 66.0 for android
DEV-3474b83f0e9e,SM-G928T Build/NRD90M | chrome 64.0 for android
DEV-34d894cc8c03,KYOCERA-C6742A Build/LMY47V | Android 5.1.1 | chrome generic | 960x540
DEV-34ecf755fdb3,TA-1028 Build/NMF26O | chrome generic for android
DEV-352995858eff,rv:52.0 | Windows 7 | firefox 52.0 | 1920x1080
DEV-3531de68419f,Blade V6 Build/LRX22G | chrome 65.0 for android
DEV-3567b312cfbf,SM-J120H Build/LMY47V | chrome 61.0 for android
DEV-357ea9806b2c,MYA-L13 Build/HUAWEIMYA-L13 | chrome generic for android
DEV-3586a4ae6f10,Windows | Windows 10 | edge 16.0 | 1920x1080
DEV-35f875b32fd3,SM-A720F Build/MMB29K | chrome 63.0 for android
DEV-369ba66d84d0,Hisense F23 Build/NRD90M | chrome 64.0 for android
DEV-36ab1502e0e3,SAMSUNG SM-G930F Build/NRD90M | samsung browser generic
DEV-36e04f597100,SM-P580 Build/NRD90M | chrome 56.0 for android
DEV-36f91d9f3be5,SAMSUNG SM-G955F Build/NRD90M | samsung browser 6.4
DEV-371ae0b2d7d5,iOS Device | iOS 11.1.1 | mobile safari 11.0 | 2208x1242
DEV-3729b055ba8e,SAMSUNG-SM-G930A Build/NRD90M | Android 7.0 | android webview 4.0 | 1280x720
DEV-3744062b2fac,Moto G (5) Plus Build/NPNS25.137-92-8 | chrome 66.0 for android
DEV-37ad2924a3bf,LG-M250 Build/NRD90U | chrome 64.0 for android
DEV-37b2d691b689,rv:59.0 | Generic/Android
DEV-37dc223bffe5,Windows | Windows 7 | chrome 63.0 | 1360x768
DEV-37e776c5363a,Energy X 2 Build/E050L | chrome 50.0 for android
DEV-37f27a2d738a,iOS Device | iOS 11.2.5 | mobile safari generic | 1334x750
DEV-37fab78032bf,Windows | Windows 10 | edge 15.0 | 1366x768
DEV-3805b4eff0c2,Windows | Windows 10 | edge 15.0 | 1680x1050
DEV-383fe67b610b,SM-J701M Build/NRD90M | chrome 63.0 for android
DEV-385cd8edfa05,Windows | chrome generic
DEV-386471dcf9bf,SM-N920C Build/NRD90M | chrome 64.0 for android
DEV-3883051d8742,SM-A720F Build/NRD90M | chrome 58.0 for android
DEV-38b17950244c,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2224x1668
DEV-394cd230db61,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 1334x750
DEV-396a229c01c8,SM-J500M Build/LMY48B | chrome 56.0 for android
DEV-3984c4a3949e,E6833 | chrome 65.0 for android
DEV-39ad982bc5c6,SM-J700T Build/NMF26X | chrome 66.0 for android
DEV-39b5198572e9,SM-G532M Build/MMB29T | chrome 65.0 for android
DEV-39b7d2c7ec78,SM-T113NU Build/KTU84P | chrome 65.0 for android
DEV-39b98b935398,Ilium LT510 Build/MRA58K | chrome 59.0 for android
DEV-39c8aafad274,SM-G930F Build/NRD90M | chrome 63.0 for android
DEV-39e380e44199,SAMSUNG SM-G965U Build/R16NW | Android 8.0.0 | samsung browser 7.0 | 2220x1081
DEV-39f16fb21a36,E6603 | chrome 63.0 for android
DEV-39f5ff3a0c2b,iOS Device | iOS 10.3.3 | mobile safari generic | 1136x640
DEV-39fbbbb7b958,chrome 58.0
DEV-3a237ab8345c,iOS Device | iOS 10.2.1 | mobile safari generic | 1334x750
DEV-3a29982f71a7,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 2560x1600
DEV-3a3d581ec63e,Moto G (5) Plus Build/NPN25.137-82 | chrome generic
DEV-3a553503f941,SM-J710MN Build/MMB29K | chrome generic for android
DEV-3a885c64a17b,Windows | Windows 10 | firefox 59.0 | 1920x1080
DEV-3a9dc34e0a48,SM-J701M Build/NRD90M | chrome generic for android
DEV-3aa4c56b97d5,Z813 Build/LMY47O | chrome generic
DEV-3afe443e7c2b,Moto Z2 Play Build/NPSS26.118-19-14 | chrome 66.0 for android
DEV-3b0b05086378,LG-H320 Build/LRX21Y | other
DEV-3b1307bc3784,Blade L2 Plus Build/KOT49H | chrome 63.0 for android
DEV-3b36787e0bd0,SM-G955U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2961x1442
DEV-3b705d158d06,Windows | Windows 7 | chrome 64.0 | 1920x1080
DEV-3b829f37b152,Windows | chrome 66.0
DEV-3b9a52f81efe,SM-G930F Build/NRD90M | chrome 58.0 for android
DEV-3bbc88ce3f32,SAMSUNG SM-G570M Build/NRD90M | samsung
DEV-3bd400299889,F3113 Build/33.3.A.1.97 | chrome 63.0 for android
DEV-3bd5c54f9930,LG-H650 Build/MRA58K | chrome 66.0 for android
DEV-3c4f58e7d777,D5803 Build/23.5.A.1.291 | chrome 62.0 for android
DEV-3c58562d256b,MotoG3 Build/MPIS24.65-33.1-2-16 | chrome 66.0 for android
DEV-3c8d13a09643,Windows | Windows 10 | firefox 57.0 | 1680x1050
DEV-3cc6a53679b1,C1904 | chrome 60.0 for android
DEV-3ce432a47bac,LG-X180g Build/LMY47I | android browser 4.0
DEV-3d12a67f6b06,SAMSUNG SM-N950F Build/NMF26X | samsung browser 6.4
DEV-3d227f634e98,Blade V6 Build/LRX22G | chrome 62.0 for android
DEV-3d328f67c756,Lenovo PB2-650Y Build/MRA58K | chrome 52.0 for android
DEV-3d6c416ee11f,Android 4.4.2 | android browser 4.0
DEV-3daca2e946f7,M4 | chrome
DEV-3dc0bea69e79,Blade V6 Plus Build/MRA58K | chrome 63.0 for android
DEV-3de2f0a7ea75,Moto X Play Build/NPD26.48-24-1 | chrome 64.0 for android
DEV-3dfcb6c5a438,SAMSUNG SM-A520F Build/NRD90M | samsung browser 6.2
DEV-3e8938542d1f,LG-H542 Build/MRA58K | chrome 64.0 for android
DEV-3ed4518c858a,SM-G900T Build/MMB29M | chrome 64.0 for android
DEV-3ee3ce40123f,Moto C Build/NRD90M.063 | chrome 63.0 for android
DEV-3f155d413ceb,LG-K220 Build/MXB48T | chrome 63.0 for android
DEV-3f1e7f312f16,SM-G920P Build/NRD90M | chrome generic for android
DEV-3f4cb66559f5,SM-G900P Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1920x1080
DEV-3f562012ee5d,Moto G (4) Build/NPJ25.93-14 | chrome generic
DEV-3f6478a6e07c,Windows | Windows 10 | chrome 60.0 | 1920x1200
DEV-3f7541670931,SM-T810 Build/NRD90M | chrome 63.0 for android
DEV-3f836ddd0fd8,Blade V580 Build/LMY47D | chrome 64.0 for android
DEV-3f9158265a7e,Hisense F23 Build/NRD90M | chrome 54.0 for android
DEV-3fb51b599430,LG-H320 Build/LRX21Y | chrome 64.0 for android
DEV-3fce82591a36,5085B Build/MRA58K | chrome 55.0 for android
DEV-3fd661d5d69b,SM-A720F Build/MMB29K | android webview 4.0
DEV-4004a42b3606,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 2560x1600
DEV-4009615665a7,Moto Z2 Play Build/NPS26.74-16-1 | chrome 64.0 for android
DEV-400f7ebae9dd,F3213 Build/36.1.A.1.86 | chrome 63.0 for android
DEV-401986b86269,Windows | Windows 7 | chrome 63.0 | 1920x1080
DEV-40663b0c73a2,LG-K220 Build/MXB48T | chrome 62.0 for android
DEV-4068d81969b9,EVA-L09 Build/HUAWEIEVA-L09 | chrome 65.0 for android
DEV-40affa9c0402,5054N | chrome 61.0 for android
DEV-40cf22a9e0c0,LG-K500 Build/MMB29M | chrome 54.0 for android
DEV-413ae6caf34c,moto x4 Build/OPW27.57-40 | chrome 66.0 for android
DEV-415331c2d77c,PLE-701L | chrome 62.0 for android
DEV-4173bf080c80,Mi A1 Build/OPR1.170623.026 | opera
DEV-4181f933771a,SM-G935F Build/NRD90M | chrome generic for android
DEV-41945acd4eb0,M4 SS4457 Build/MRA58K | chrome 62.0 for android
DEV-41a99099411e,SM-E700M | chrome 66.0 for android
DEV-41c23da3df7b,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 1440x900
DEV-41f2f4516b3e,SM-J500M Build/MMB29M | chrome 61.0 for android
DEV-42161bb1cecd,Windows | Windows 10 | chrome 66.0 | 1366x768
DEV-421e5cc7bda1,Ilium X510 Build/MRA58K | chrome 49.0 for android
DEV-4277e9c06855,Linux | chromium
DEV-429edc4140b6,Ilium L1120 Build/NRD90M | chrome 66.0 for android
DEV-42ae0b06d172,SM-G950U Build/R16NW | chrome 66.0 for android
DEV-42ae1c4e4208,5015A Build/LMY47I | chrome 55.0 for android
DEV-42c218e3f34e,XT1650 Build/NPLS26.118-20-5-11 | chrome 65.0 for android
DEV-42cbd1e7f403,LG-H650 Build/MRA58K | chrome 62.0 for android
DEV-42da433e9643,F3113 Build/33.3.A.1.97 | chrome 65.0 for android
DEV-4310e4ea563f,SM-G920I Build/NRD90M | chrome 65.0 for android
DEV-432ccb458d4d,Blade A510 Build/MRA58K | chrome 61.0 for android
DEV-43b773e48656,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 2208x1242
DEV-43ea556ca60b,SM-J120H Build/LMY47V | chrome 64.0 for android
DEV-4420a0e6caae,Redmi | chrome generic for android
DEV-4442df4695a4,SM-G610M Build/MMB29K | chrome 62.0 for android
DEV-445b3c04119d,XT1635-02 | chrome 65.0 for android
DEV-449c9acd2a93,chrome 62.0
DEV-44a8a14f4a28,HUAWEI TAG-L13 Build/HUAWEITAG-L13 | chrome 63.0 for android
DEV-44d0f5257737,Moto G Play Build/MPIS24.241-15.3-7 | chrome 62.0 for android
DEV-44f536b9fd14,SAMSUNG SM-G920I Build/NRD90M | samsung browser 6.2
DEV-451e3077fcef,SM-A500M Build/LRX22G | chrome 63.0 for android
DEV-454c398bd149,Moto G Play Build/MPIS24.241-15.3-26 | chrome 63.0 for android
DEV-458d95ee049f,HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | chrome 63.0 for android
DEV-45ac24ea076b,Windows | Windows 10 | chrome 63.0 | 1600x900
DEV-45e891567a06,MacOS | Mac OS X 10_12_4 | safari generic | 3360x2100
DEV-45f295098d3c,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750
DEV-45f3617fabc5,SM-T560 Build/KTU84P | chrome 65.0 for android
DEV-46092270ef55,E5506 Build/29.1.A.0.101 | chrome 64.0 for android
DEV-460b0103bf95,MacOS | Mac OS X 10_13_4 | chrome 65.0 | 2560x1600
DEV-460c271dd537,orbis | chrome 64.0 for android
DEV-4614da9fb374,5080A Build/MRA58K | chrome 64.0 for android
DEV-4658b8a4d554,SM-G950F Build/R16NW | chrome 67.0 for android
DEV-4670ee5676d0,MacOS | Mac OS X 10_11_6 | chrome 61.0 | 2560x1600
DEV-467aa632e822,MacOS | Mac OS X 10_12_2 | safari generic | 1280x800
DEV-467b0e67d423,SM-T810 Build/NRD90M | chrome generic for android
DEV-46b29c681de8,SAMSUNG SM-A730F Build/NMF26X | samsung browser generic
DEV-46bb74b635dc,SM-G935V Build/NRD90M | chrome 65.0 for android
DEV-4706354a34ff,E5306 Build/27.3.A.0.129 | chrome 65.0 for android
DEV-4719233f83f1,SM-J510MN Build/MMB29M | chrome 66.0 for android
DEV-472637af999d,MacOS | Mac OS X 10_13_3 | safari generic | 3840x2160
DEV-4765da0ac787,REVVLPLUS | Android 7.1.1 | chrome 64.0 for android | 1920x1080
DEV-47669c6004f3,Hisense U963 Build/MRA58K | android webview 4.0
DEV-477238d7bd89,SM-J105B Build/LMY47V | chrome 66.0 for android
DEV-47a0acb3caed,Hisense L675 Build/MRA58K | chrome 64.0 for android
DEV-47ca1c44af4e,Windows | Windows 10 | chrome 62.0 | 1600x900
DEV-47e10ae5a6e5,SM-N920A Build/MMB29K | chrome 61.0 for android
DEV-47e37da9e664,SM-J320M Build/LMY47V | chrome 61.0 for android
DEV-47e4de2e1b36,moto x4 Build/OPWS27.57-40-14 | chrome generic for android
DEV-47ed9876030e,SM-J701M Build/NRD90M | chrome 65.0 for android
DEV-4807faf2b191,Windows | Windows 10 | chrome generic | 1920x1080
DEV-4814a2926c42,SM-J730GM Build/NRD90M | chrome 64.0 for android
DEV-485a1c32d799,SM-A300H Build/LRX22G | chrome 66.0 for android
DEV-48670ed9a663,SM-J700M Build/LMY48B | chrome 43.0 for android
DEV-4867c48d1e17,Lenovo | other
DEV-488ef87785c1,SAMSUNG SM-G531H Build/LMY48B | Samsung/SM-G531H
DEV-4894888e5738,Windows | Windows 7 | firefox 58.0 | 1600x900
DEV-489e049fbdb3,6045I Build/LRX22G | chrome 58.0 for android
DEV-48bb1a3fdb15,LG-M250 Build/NRD90U | chrome 66.0 for android
DEV-48cc0b68def3,HP | chrome 63.0 for android
DEV-48cd100100ba,PRA-LX3 Build/HUAWEIPRA-LX3 | chrome 66.0 for android
DEV-4914f7abd466,LG-X165g Build/LRX21M | chrome 56.0 for android
DEV-496cd42ceb3f,SM-N920C Build/NRD90M | chrome 65.0 for android
DEV-49746ffe4bb6,LG-TP450 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1920x1080
DEV-49862ec4688e,LG-H500 Build/LRX21Y | chrome 61.0 for android
DEV-49f416a6c16e,func | chrome 58.0 | 1280x1024
DEV-49f41791942e,Windows | opera 49.0
DEV-4a17328375f1,SM-A300H Build/LRX22G | chrome 64.0 for android
DEV-4a8607a5e970,XT1032 Build/LPBS23.13-56-2 | chrome 64.0 for android
DEV-4a92fe9399e3,SM-A320Y Build/NRD90M | chrome 62.0 for android
DEV-4aabaae19821,HTC One A9s Build/MRA58K | chrome generic for android
DEV-4acef2150270,iOS Device | iOS 11.2.6 | mobile safari generic | 2001x1125
DEV-4b30a1e9fa76,Redmi Note 4 Build/NRD90M | chrome 61.0 for android
DEV-4b3eabe8767f,LG-D693n Build/LRX22G | chrome 55.0 for android
DEV-4b4b456b110c,Blade V6 Max Build/MRA58K | chrome 58.0 for android
DEV-4ba47ead992a,SAMSUNG SM-G570M Build/MMB29K | samsung browser 6.4
DEV-4bb20114e746,ALP-L09 Build/HUAWEIALP-L09S | chrome 66.0 for android
DEV-4befc732e2bf,MOT-A6020l37 Build/LMY47V | chrome 43.0 for android
DEV-4bfaf22f509d,Windows | chrome 62.0
DEV-4c2f8270dff4,SM-G530H Build/LRX22G | chrome 60.0 for android
DEV-4c944faf1e22,PRA-LX3 Build/HUAWEIPRA-LX3 | chrome 63.0 for android
DEV-4cbdedb28415,SM-G610M Build/NRD90M | chrome 64.0 for android
DEV-4cdbebb21748,iOS Device | iOS 11.3.0 | mobile safari generic | 2048x1536
DEV-4ce6a33339b2,Windows | chrome 56.0
DEV-4ce9210d85fc,Z981 Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1920x1080
DEV-4d1711abc3dd,BLADE L7 Build/MRA58K | chrome 53.0 for android
DEV-4d2466aa14d5,rv:59.0 | Generic/Android 7.0
DEV-4d66c10cf88d,LG-H650 Build/MRA58K | chrome 63.0 for android
DEV-4da45ca0f9cd,SM-A320Y | chrome 61.0 for android
DEV-4decee108312,F80 PIABELLA Build/MRA58K | chrome generic for android
DEV-4e0405a45b04,iOS Device | iOS 10.0.2 | mobile safari 10.0 | 1334x750
DEV-4e3007faefc7,SM-J700M Build/LMY48B | chrome 62.0 for android
DEV-4e32601a1832,M4 | chrome 65.0 for android
DEV-4e623cc86486,Mi | chrome 64.0 for android
DEV-4e7ae1208fd3,LG-D320 Build/KOT49I.V10a | chrome
DEV-4e83ea2707a8,SM-G360T1 Build/LMY47X | chrome 57.0 for android
DEV-4eba8be3d61b,moto | chrome 58.0 for android
DEV-4ecf2ec95b27,SM-J110M Build/LMY48B | chrome 62.0 for android
DEV-4eef126772fe,SM-J730GM Build/NRD90M | chrome 65.0 for android
DEV-4f2b1af8dbbc,mobile safari 8.0
DEV-4f60dc59b688,SM-N950F Build/NMF26X | chrome 66.0 for android
DEV-4fd7adf37547,Windows | Windows 7 | chrome 63.0 | 1920x1200
DEV-5027a4234753,Moto G (5) Plus Build/NPN25.137-72 | android webview 4.0
DEV-504c615b556c,rv:57.0 | Generic/Android 7.0
DEV-5069a5abeec4,iOS Device | iOS 10.2.1 | mobile safari generic | 2208x1242
DEV-50745cb4f4a3,mobile safari 10.0
DEV-50bb18f3b515,Windows | Windows 10 | firefox 60.0 | 1920x1080
DEV-50c66ad2616d,LGMS550 Build/MXB48T | chrome 58.0 for android
DEV-50ebf7784be0,Windows | Windows 7 | firefox 58.0 | 1366x768
DEV-512cecdf65a9,LG-D855 Build/LRX21R | chrome 65.0 for android
DEV-514d9f05f32c,chrome 55.0
DEV-516e0a5b2c79,MacOS | Mac OS X 10_11_6 | chrome 62.0 | 1440x900
DEV-517a51b5641f,SAMSUNG-SM-G935A Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080
DEV-517ea5270623,ZEIA8 | chrome 62.0 for android
DEV-519994025db9,Hisense U963 Build/MRA58K | chrome 62.0 for android
DEV-51a73d94227f,SM-T710 Build/NRD90M | chrome 63.0 for android
DEV-51aa7c1e9aa4,5054S Build/LMY47V | chrome 63.0 for android
DEV-51b953edda13,rv:59.0 | firefox
DEV-51bb4f24971f,LG-K430 Build/MRA58K | chrome 65.0 for android
DEV-5204d02bc2d6,SAMSUNG SM-G9600 Build/R16NW | other
DEV-5208d760cbae,Blade V6 Plus Build/MRA58K | chrome 66.0 for android
DEV-520a188337c3,Moto E (4) Build/NDQS26.69-23-2-3 | chrome generic
DEV-520a6bf5a3e2,F3213 Build/36.1.A.1.86 | chrome 62.0 for android
DEV-5210ea0d6f96,MYA-L13 Build/HUAWEIMYA-L13 | chrome 66.0 for android
DEV-5212ad79aa32,5054S Build/LMY47V | chrome 61.0 for android
DEV-52138fe04dca,LG-K530 Build/MMB29M | chrome 64.0 for android
DEV-5238d60e9876,Moto G (5) Plus Build/NPN25.137-92 | chrome generic
DEV-523d45da2ea1,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 1136x640
DEV-524a79471a9f,SM-G532M Build/MMB29T | chrome 57.0 for android
DEV-5264301c010f,LG-D680 Build/KOT49I | chrome 64.0 for android
DEV-5281463b2d63,G3313 Build/43.0.A.5.79 | chrome 63.0 for android
DEV-528a4838a017,iOS Device | iOS 11.2.6 | mobile safari generic | 2048x1536
DEV-52bfe751eaf9,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1366x768
DEV-53142e2ffb1d,rv:57.0 | firefox 57.0
DEV-5369967a3d50,SM-G355M Build/KOT49H | chrome generic
DEV-53c8f2bc0e77,iOS Device | iOS 11.1.2 | mobile safari 11.0 | 2208x1242
DEV-53d06f9eb59f,LG-X180g Build/LMY47I | chrome 66.0 for android
DEV-53ff1b740507,Lenovo K33b36 Build/NRD90N | chrome 65.0 for android
DEV-5420b7c66d86,TA-1039 Build/N2G47H | chrome 64.0 for android
DEV-545c6c130a62,rv:48.0 | Mac | firefox 48.0 | 1920x1080
DEV-54775e323839,Nexus 6 Build/N6F27M | chrome 65.0 for android
DEV-547c0cc6544f,SAMSUNG SM-G925F Build/NRD90M | samsung browser 6.2
DEV-548b27249795,D5306 Build/19.4.A.0.182 | chrome 62.0 for android
DEV-54eaaa3d05da,F5121 Build/34.3.A.0.252 | chrome 63.0 for android
DEV-54fbfe1add8f,LG-X240 Build/MRA58K | chrome 66.0 for android
DEV-5559fecd5bb1,LG-X210 Build/LMY47I | chrome 65.0 for android
DEV-55775ad3b912,SAMSUNG SM-G950F Build/R16NW | samsung browser 6.4
DEV-557da1da432c,Mi A1 Build/N2G47H | opera
DEV-557f7980206b,E5803 Build/32.4.A.1.54 | chrome 63.0 for android
DEV-55b61733d0a2,ZTE Blade L5 Build/LMY47I | chrome 60.0 for android
DEV-55b95b18fa13,SM-G935F Build/NRD90M | chrome 62.0 for android
DEV-55c5ede9c59d,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 63.0 for android
DEV-562da2ab79d4,SM-N910V Build/MMB29M | chrome 63.0 for android
DEV-56457cb07503,Moto G Play Build/NPIS26.48-36-5 | chrome 65.0 for android
DEV-564cdc56f60d,SM-J700M Build/MMB29K | chrome 63.0 for android
DEV-56af3d1c99cb,ALE-L23 Build/HuaweiALE-L23 | chrome 43.0 for android
DEV-56ba968bf7d6,Trident/7.0 | Windows 7 | ie 11.0 for desktop
DEV-56c9923d3234,SM-T530 Build/LRX22G | chrome 66.0 for android
DEV-56d8e6a39faa,iOS Device | iOS 10.3.3 | mobile safari generic | 2048x1536
DEV-56ee5b3cbde8,Windows NT 6.1 | ie
DEV-56ef57628fbc,Moto Z2 Play Build/NPSS26.118-19-14 | chrome 63.0 for android
DEV-56f384cb472e,rv:57.0 | Windows 10 | firefox | 1366x768
DEV-5711556d082b,Nexus 6 Build/MOB30M | chrome 65.0 for android
DEV-57127c9e2e01,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 1334x750
DEV-57406ec94bb7,Windows | Windows 7 | chrome 64.0 | 1600x900
DEV-57509585983a,SM-P355M Build/MMB29M | chrome 65.0 for android
DEV-57a8fe9209c6,iOS Device | iOS 11.3.0 | mobile safari generic | 1334x750
DEV-57b70a641c4a,4034G | chrome 64.0 for android
DEV-57f4e293c647,SM-T813 Build/NRD90M | chrome 63.0 for android
DEV-5891524ee0c8,LG-X210 Build/LMY47I | chrome generic
DEV-5898f6114bf4,SM-G928G Build/NRD90M | chrome 63.0 for android
DEV-58b66ae0376b,E5606 Build/30.2.A.1.21 | chrome 64.0 for android
DEV-58b6ee7039da,SM-G925I Build/NRD90M | chrome 65.0 for android
DEV-58c2b645b301,SM-P550 | chrome 66.0 for android
