id,pattern,outcome,exposure_usd
CC-1316,card_not_present_fraud,confirmed_fraud,399.87
CC-1317,none,cleared,0.0
CC-1318,out_of_region_use,confirmed_fraud,215.97
CC-1319,out_of_region_use,confirmed_fraud,199.99
CC-1320,none,cleared,0.0
CC-1321,none,cleared,0.0
CC-1322,account_takeover,confirmed_fraud,96.95
CC-1323,none,cleared,0.0
CC-1324,card_not_present_fraud,confirmed_fraud,49.98
CC-1325,card_not_present_new_device,confirmed_fraud,199.97
CC-1326,none,cleared,0.0
CC-1327,none,cleared,0.0
CC-1328,card_not_present_new_device,confirmed_fraud,150.06
CC-1329,account_takeover,confirmed_fraud,667.02
CC-1330,account_takeover,confirmed_fraud,340.03
CC-1331,card_not_present_new_device,confirmed_fraud,7649.69
CC-1332,out_of_region_use,confirmed_fraud,98.01
CC-1333,none,cleared,0.0
CC-1334,account_takeover,confirmed_fraud,405.38
CC-1335,card_not_present_new_device,confirmed_fraud,653.63
CC-1336,none,cleared,0.0
CC-1337,out_of_region_use,confirmed_fraud,57.99
CC-1338,out_of_region_use,confirmed_fraud,842.73
CC-1339,card_not_present_fraud,confirmed_fraud,100.02
CC-1340,account_takeover,confirmed_fraud,48.97
CC-1341,card_not_present_new_device,confirmed_fraud,54.57
CC-1342,account_takeover,confirmed_fraud,663.93
CC-1343,account_takeover,confirmed_fraud,116.96
CC-1344,none,cleared,0.0
CC-1345,card_not_present_new_device,confirmed_fraud,149.99
CC-1346,card_not_present_fraud,confirmed_fraud,161.69
CC-1347,none,cleared,0.0
CC-1348,account_takeover,confirmed_fraud,302.01
CC-1349,card_not_present_fraud,confirmed_fraud,125.06
CC-1350,card_not_present_fraud,confirmed_fraud,23.86
CC-1351,none,cleared,0.0
CC-1352,none,cleared,0.0
CC-1353,card_not_present_new_device,confirmed_fraud,32.37
CC-1354,out_of_region_use,confirmed_fraud,206.0
CC-1355,account_takeover,confirmed_fraud,474.93
CC-1356,card_not_present_fraud,confirmed_fraud,275.01
CC-1357,account_takeover,confirmed_fraud,3226.92
CC-1358,card_not_present_fraud,confirmed_fraud,64.74
CC-1359,none,cleared,0.0
CC-1360,none,cleared,0.0
CC-1361,none,cleared,0.0
CC-1362,none,cleared,0.0
CC-1363,none,cleared,0.0
CC-1364,none,cleared,0.0
CC-1365,none,cleared,0.0
CC-1366,none,cleared,0.0
CC-1367,card_not_present_fraud,confirmed_fraud,93.82
CC-1368,account_takeover,confirmed_fraud,58.95
CC-1369,card_not_present_fraud,confirmed_fraud,23.84
CC-1370,card_not_present_new_device,confirmed_fraud,200.08
CC-1371,account_takeover,confirmed_fraud,58.91
CC-1372,account_takeover,confirmed_fraud,136.85
CC-1373,none,cleared,0.0
CC-1374,none,cleared,0.0
CC-1375,card_not_present_fraud,confirmed_fraud,99.93
CC-1376,card_not_present_fraud,confirmed_fraud,60.59
CC-1377,none,cleared,0.0
CC-1378,none,cleared,0.0
CC-1379,card_not_present_new_device,confirmed_fraud,28.83
CC-1380,card_not_present_new_device,confirmed_fraud,49.99
CC-1381,none,cleared,0.0
CC-1382,none,cleared,0.0
CC-1383,none,cleared,0.0
CC-1384,account_takeover,confirmed_fraud,171.08
CC-1385,card_not_present_new_device,confirmed_fraud,612.22
CC-1386,none,cleared,0.0
CC-1387,out_of_region_use,confirmed_fraud,224.01
CC-1388,account_takeover,confirmed_fraud,580.97
CC-1389,none,cleared,0.0
CC-1390,card_not_present_new_device,confirmed_fraud,2281.47
CC-1391,none,cleared,0.0
CC-1392,out_of_region_use,confirmed_fraud,271.35
CC-1393,none,cleared,0.0
CC-1394,none,cleared,0.0
CC-1395,out_of_region_use,confirmed_fraud,159.87
CC-1396,none,cleared,0.0
CC-1397,none,cleared,0.0
CC-1398,account_takeover,confirmed_fraud,170.92
CC-1399,none,cleared,0.0
CC-1400,card_not_present_fraud,confirmed_fraud,25.28
CC-1401,card_not_present_new_device,confirmed_fraud,304.46
CC-1402,none,cleared,0.0
CC-1403,card_not_present_fraud,confirmed_fraud,149.96
CC-1404,none,cleared,0.0
CC-1405,card_not_present_new_device,confirmed_fraud,55.54
CC-1406,card_not_present_fraud,confirmed_fraud,39.91
CC-1407,account_takeover,confirmed_fraud,170.94
CC-1408,card_not_present_new_device,confirmed_fraud,200.15
CC-1409,account_takeover,confirmed_fraud,31.99
CC-1410,out_of_region_use,confirmed_fraud,58.02
CC-1411,account_takeover,confirmed_fraud,29.05
CC-1412,none,cleared,0.0
CC-1413,card_not_present_new_device,confirmed_fraud,250.02
CC-1414,card_not_present_new_device,confirmed_fraud,300.03
CC-1415,card_not_present_new_device,confirmed_fraud,151.95
CC-1416,none,cleared,0.0
CC-1417,account_takeover,confirmed_fraud,44.45
CC-1418,card_not_present_fraud,confirmed_fraud,139.18
CC-1419,none,cleared,0.0
CC-1420,none,cleared,0.0
CC-1421,card_not_present_fraud,confirmed_fraud,32.39
CC-1422,none,cleared,0.0
CC-1423,card_not_present_fraud,confirmed_fraud,85.9
CC-1424,card_not_present_fraud,confirmed_fraud,408.07
CC-1425,out_of_region_use,confirmed_fraud,944.03
CC-1426,none,cleared,0.0
CC-1427,none,cleared,0.0
CC-1428,card_not_present_fraud,confirmed_fraud,49.39
CC-1429,none,cleared,0.0
CC-1430,card_not_present_new_device,confirmed_fraud,750.08
CC-1431,none,cleared,0.0
CC-1432,none,cleared,0.0
CC-1433,card_not_present_new_device,confirmed_fraud,250.01
CC-1434,none,cleared,0.0
CC-1435,none,cleared,0.0
CC-1436,account_takeover,confirmed_fraud,1402.18
CC-1437,account_takeover,confirmed_fraud,118.01
CC-1438,card_not_present_new_device,confirmed_fraud,99.91
CC-1439,card_not_present_new_device,confirmed_fraud,2064.26
CC-1440,none,cleared,0.0
CC-1441,account_takeover,confirmed_fraud,171.06
CC-1442,out_of_region_use,confirmed_fraud,445.03
CC-1443,card_not_present_fraud,confirmed_fraud,300.0
CC-1444,card_not_present_fraud,confirmed_fraud,244.51
CC-1445,none,cleared,0.0
CC-1446,account_takeover,confirmed_fraud,159.87
CC-1447,none,cleared,0.0
CC-1448,card_not_present_new_device,confirmed_fraud,154.14
CC-1449,none,cleared,0.0
CC-1450,account_takeover,confirmed_fraud,2351.25
CC-1451,card_not_present_fraud,confirmed_fraud,21.52
CC-1452,account_takeover,confirmed_fraud,2561.62
CC-1453,out_of_region_use,confirmed_fraud,659.17
CC-1454,account_takeover,confirmed_fraud,1201.89
CC-1455,card_not_present_fraud,confirmed_fraud,46.22
CC-1456,out_of_region_use,confirmed_fraud,1164.13
CC-1457,account_takeover,confirmed_fraud,59.02
CC-1458,card_not_present_fraud,confirmed_fraud,78.94
CC-1459,card_not_present_new_device,confirmed_fraud,299.96
CC-1460,out_of_region_use,confirmed_fraud,427.06
CC-1461,card_not_present_fraud,confirmed_fraud,47.71
CC-1462,none,cleared,0.0
CC-1463,out_of_region_use,confirmed_fraud,170.91
CC-1464,none,cleared,0.0
CC-1465,out_of_region_use,confirmed_fraud,445.0
CC-1466,out_of_region_use,confirmed_fraud,113.06
CC-1467,card_not_present_fraud,confirmed_fraud,35.39
CC-1468,account_takeover,confirmed_fraud,565.34
CC-1469,none,cleared,0.0
CC-1470,out_of_region_use,confirmed_fraud,64.01
CC-1471,none,cleared,0.0
CC-1472,account_takeover,confirmed_fraud,210.0
CC-1473,account_takeover,confirmed_fraud,384.43
CC-1474,card_not_present_new_device,confirmed_fraud,49.98
CC-1475,account_takeover,confirmed_fraud,1307.98
CC-1476,card_not_present_fraud,confirmed_fraud,499.89
CC-1477,card_not_present_new_device,confirmed_fraud,300.0
CC-1478,account_takeover,confirmed_fraud,96.95
CC-1479,out_of_region_use,confirmed_fraud,54.02
CC-1480,none,cleared,0.0
CC-1481,account_takeover,confirmed_fraud,39.07
CC-1482,card_not_present_new_device,confirmed_fraud,151.12
CC-1483,account_takeover,confirmed_fraud,271.39
CC-1484,card_not_present_fraud,confirmed_fraud,50.0
CC-1485,card_not_present_fraud,confirmed_fraud,343.27
CC-1486,card_not_present_new_device,confirmed_fraud,150.08
CC-1487,account_takeover,confirmed_fraud,184.05
CC-1488,account_takeover,confirmed_fraud,864.98
CC-1489,card_not_present_fraud,confirmed_fraud,50.05
CC-1490,none,cleared,0.0
CC-1491,account_takeover,confirmed_fraud,5021.87
CC-1492,card_not_present_fraud,confirmed_fraud,335.41
CC-1493,out_of_region_use,confirmed_fraud,194.1
CC-1494,card_not_present_new_device,confirmed_fraud,300.03
CC-1495,card_not_present_new_device,confirmed_fraud,661.1
CC-1496,account_takeover,confirmed_fraud,924.5
CC-1497,card_not_present_fraud,confirmed_fraud,22.48
CC-1498,card_not_present_new_device,confirmed_fraud,2324.53
CC-1499,none,cleared,0.0
CC-1500,card_not_present_new_device,confirmed_fraud,24.91
CC-1501,account_takeover,confirmed_fraud,2165.01
CC-1502,out_of_region_use,confirmed_fraud,58.97
CC-1503,card_not_present_new_device,confirmed_fraud,203.43
CC-1504,card_not_present_new_device,confirmed_fraud,81.25
CC-1505,none,cleared,0.0
CC-1506,account_takeover,confirmed_fraud,106.96
CC-1507,out_of_region_use,confirmed_fraud,598.8
CC-1508,card_not_present_fraud,confirmed_fraud,109.7
CC-1509,card_not_present_fraud,confirmed_fraud,81.38
CC-1510,account_takeover,confirmed_fraud,319.91
CC-1511,out_of_region_use,confirmed_fraud,292.72
CC-1512,card_not_present_fraud,confirmed_fraud,15.01
CC-1513,card_not_present_new_device,confirmed_fraud,250.07
CC-1514,card_not_present_new_device,confirmed_fraud,294.79
CC-1515,none,cleared,0.0
CC-1516,card_not_present_new_device,confirmed_fraud,274.95
CC-1517,account_takeover,confirmed_fraud,276.99
CC-1518,card_not_present_fraud,confirmed_fraud,299.93
CC-1519,account_takeover,confirmed_fraud,103.86
CC-1520,card_not_present_fraud,confirmed_fraud,14.7
CC-1521,card_not_present_fraud,confirmed_fraud,50.0
CC-1522,none,cleared,0.0
CC-1523,none,cleared,0.0
CC-1524,account_takeover,confirmed_fraud,3532.83
CC-1525,card_not_present_fraud,confirmed_fraud,30.94
CC-1526,card_not_present_new_device,confirmed_fraud,41.43
CC-1527,none,cleared,0.0
CC-1528,account_takeover,confirmed_fraud,680.76
CC-1529,card_not_present_fraud,confirmed_fraud,378.0
CC-1530,none,cleared,0.0
CC-1531,card_not_present_new_device,confirmed_fraud,574.95
CC-1532,card_not_present_fraud,confirmed_fraud,299.99
CC-1533,none,cleared,0.0
CC-1534,out_of_region_use,confirmed_fraud,159.94
CC-1535,account_takeover,confirmed_fraud,1608.84
CC-1536,out_of_region_use,confirmed_fraud,2187.99
CC-1537,account_takeover,confirmed_fraud,310.63
CC-1538,card_not_present_fraud,confirmed_fraud,64.76
CC-1539,card_not_present_new_device,confirmed_fraud,199.93
CC-1540,card_not_present_new_device,confirmed_fraud,223.4
CC-1541,out_of_region_use,confirmed_fraud,77.02
CC-1542,card_not_present_fraud,confirmed_fraud,200.07
CC-1543,account_takeover,confirmed_fraud,23.96
CC-1544,card_not_present_fraud,confirmed_fraud,150.0
CC-1545,none,cleared,0.0
CC-1546,card_not_present_fraud,confirmed_fraud,21.29
CC-1547,account_takeover,confirmed_fraud,1219.07
CC-1548,card_not_present_fraud,confirmed_fraud,9.64
CC-1549,none,cleared,0.0
CC-1550,account_takeover,confirmed_fraud,92.04
CC-1551,out_of_region_use,confirmed_fraud,117.88
CC-1552,account_takeover,confirmed_fraud,170.91
CC-1553,out_of_region_use,confirmed_fraud,481.01
CC-1554,card_not_present_fraud,confirmed_fraud,94.28
CC-1555,account_takeover,confirmed_fraud,226.05
CC-1556,card_not_present_new_device,confirmed_fraud,81.48
CC-1557,card_not_present_new_device,confirmed_fraud,100.01
CC-1558,card_not_present_new_device,confirmed_fraud,200.04
CC-1559,account_takeover,confirmed_fraud,334.92
CC-1560,card_not_present_fraud,confirmed_fraud,120.03
CC-1561,card_not_present_new_device,confirmed_fraud,450.09
CC-1562,out_of_region_use,confirmed_fraud,3041.02
CC-1563,card_not_present_new_device,confirmed_fraud,299.95
CC-1564,account_takeover,confirmed_fraud,49.04
CC-1565,account_takeover,confirmed_fraud,464.94
CC-1566,account_takeover,confirmed_fraud,107.94
CC-1567,none,cleared,0.0
CC-1568,card_not_present_fraud,confirmed_fraud,35.82
CC-1569,card_not_present_new_device,confirmed_fraud,487.49
CC-1570,card_not_present_fraud,confirmed_fraud,250.05
CC-1571,card_not_present_new_device,confirmed_fraud,74.41
CC-1572,card_not_present_fraud,confirmed_fraud,697.0
CC-1573,card_not_present_new_device,confirmed_fraud,55.9
CC-1574,out_of_region_use,confirmed_fraud,30.93
CC-1575,out_of_region_use,confirmed_fraud,485.03
CC-1576,out_of_region_use,confirmed_fraud,1859.21
CC-1577,out_of_region_use,confirmed_fraud,29.03
CC-1578,none,cleared,0.0
CC-1579,card_not_present_fraud,confirmed_fraud,19.98
CC-1580,card_not_present_new_device,confirmed_fraud,49.98
CC-1581,card_not_present_fraud,confirmed_fraud,44.79
CC-1582,out_of_region_use,confirmed_fraud,225.92
CC-1583,account_takeover,confirmed_fraud,2188.15
CC-1584,none,cleared,0.0
CC-1585,out_of_region_use,confirmed_fraud,171.0
CC-1586,card_not_present_fraud,confirmed_fraud,99.24
CC-1587,card_not_present_fraud,confirmed_fraud,200.07
CC-1588,card_not_present_new_device,confirmed_fraud,100.09
CC-1589,none,cleared,0.0
CC-1590,card_not_present_fraud,confirmed_fraud,223.33
CC-1591,card_not_present_new_device,confirmed_fraud,300.07
CC-1592,account_takeover,confirmed_fraud,219.41
CC-1593,card_not_present_new_device,confirmed_fraud,162.27
CC-1594,account_takeover,confirmed_fraud,1062.24
CC-1595,card_not_present_fraud,confirmed_fraud,149.93
CC-1596,account_takeover,confirmed_fraud,554.08
CC-1597,none,cleared,0.0
CC-1598,card_not_present_new_device,confirmed_fraud,124.84
CC-1599,card_not_present_new_device,confirmed_fraud,58.49
CC-1600,none,cleared,0.0
CC-1601,card_not_present_fraud,confirmed_fraud,24.7
CC-1602,card_not_present_fraud,confirmed_fraud,21.33
CC-1603,none,cleared,0.0
CC-1604,account_takeover,confirmed_fraud,117.02
CC-1605,none,cleared,0.0
CC-1606,none,cleared,0.0
CC-1607,card_not_present_new_device,confirmed_fraud,49.95
CC-1608,card_not_present_fraud,confirmed_fraud,94.3
CC-1609,account_takeover,confirmed_fraud,78.01
CC-1610,none,cleared,0.0
CC-1611,card_not_present_new_device,confirmed_fraud,178.97
CC-1612,account_takeover,confirmed_fraud,291.98
CC-1613,card_not_present_new_device,confirmed_fraud,699.99
CC-1614,card_not_present_fraud,confirmed_fraud,62.23
CC-1615,none,cleared,0.0
CC-1616,out_of_region_use,confirmed_fraud,30.99
CC-1617,account_takeover,confirmed_fraud,226.01
CC-1618,card_not_present_fraud,confirmed_fraud,92.5
CC-1619,card_not_present_fraud,confirmed_fraud,35.84
CC-1620,account_takeover,confirmed_fraud,345.98
CC-1621,card_not_present_fraud,confirmed_fraud,62.31
CC-1622,account_takeover,confirmed_fraud,4764.62
CC-1623,account_takeover,confirmed_fraud,968.0
CC-1624,account_takeover,confirmed_fraud,453.86
CC-1625,account_takeover,confirmed_fraud,92.04
CC-1626,account_takeover,confirmed_fraud,226.01
CC-1627,out_of_region_use,confirmed_fraud,117.09
CC-1628,account_takeover,confirmed_fraud,1065.05
CC-1629,account_takeover,confirmed_fraud,183.85
CC-1630,account_takeover,confirmed_fraud,133.08
CC-1631,card_not_present_fraud,confirmed_fraud,8.01
CC-1632,none,cleared,0.0
CC-1633,card_not_present_fraud,confirmed_fraud,150.08
CC-1634,none,cleared,0.0
CC-1635,none,cleared,0.0
CC-1636,account_takeover,confirmed_fraud,107.88
CC-1637,none,cleared,0.0
CC-1638,out_of_region_use,confirmed_fraud,225.99
CC-1639,account_takeover,confirmed_fraud,688.88
CC-1640,card_not_present_fraud,confirmed_fraud,38.76
CC-1641,card_not_present_fraud,confirmed_fraud,514.27
CC-1642,out_of_region_use,confirmed_fraud,160.02
CC-1643,card_not_present_new_device,confirmed_fraud,572.43
CC-1644,account_takeover,confirmed_fraud,1147.96
CC-1645,none,cleared,0.0
CC-1646,account_takeover,confirmed_fraud,31.0
CC-1647,account_takeover,confirmed_fraud,279.91
CC-1648,out_of_region_use,confirmed_fraud,402.9
CC-1649,card_not_present_new_device,confirmed_fraud,89.56
CC-1650,card_not_present_fraud,confirmed_fraud,21.26
CC-1651,account_takeover,confirmed_fraud,225.91
CC-1652,none,cleared,0.0
CC-1653,out_of_region_use,confirmed_fraud,335.05
CC-1654,out_of_region_use,confirmed_fraud,108.09
CC-1655,account_takeover,confirmed_fraud,25.89
CC-1656,card_not_present_fraud,confirmed_fraud,28.65
CC-1657,out_of_region_use,confirmed_fraud,330.13
CC-1658,account_takeover,confirmed_fraud,229.94
CC-1659,card_not_present_fraud,confirmed_fraud,62.36
CC-1660,none,cleared,0.0
CC-1661,card_not_present_fraud,confirmed_fraud,6.25
CC-1662,card_not_present_fraud,confirmed_fraud,66.38
CC-1663,card_not_present_fraud,confirmed_fraud,12.97
CC-1664,card_not_present_new_device,confirmed_fraud,299.94
CC-1665,out_of_region_use,confirmed_fraud,427.17
CC-1666,none,cleared,0.0
CC-1667,card_not_present_new_device,confirmed_fraud,249.12
CC-1668,card_not_present_fraud,confirmed_fraud,138.46
CC-1669,account_takeover,confirmed_fraud,727.03
CC-1670,account_takeover,confirmed_fraud,87.09
CC-1671,out_of_region_use,confirmed_fraud,311.98
CC-1672,card_not_present_new_device,confirmed_fraud,174.92
CC-1673,card_not_present_new_device,confirmed_fraud,199.98
CC-1674,card_not_present_new_device,confirmed_fraud,199.9
CC-1675,card_not_present_new_device,confirmed_fraud,299.86
CC-1676,card_not_present_fraud,confirmed_fraud,92.47
CC-1677,card_not_present_new_device,confirmed_fraud,899.93
CC-1678,out_of_region_use,confirmed_fraud,234.13
CC-1679,account_takeover,confirmed_fraud,101.85
CC-1680,none,cleared,0.0
CC-1681,card_not_present_new_device,confirmed_fraud,150.06
CC-1682,out_of_region_use,confirmed_fraud,206.01
CC-1683,card_not_present_fraud,confirmed_fraud,28.19
CC-1684,card_not_present_new_device,confirmed_fraud,42.91
CC-1685,account_takeover,confirmed_fraud,58.99
CC-1686,account_takeover,confirmed_fraud,108.02
CC-1687,account_takeover,confirmed_fraud,226.07
CC-1688,card_not_present_new_device,confirmed_fraud,149.97
CC-1689,out_of_region_use,confirmed_fraud,135.93
CC-1690,account_takeover,confirmed_fraud,919.83
CC-1691,card_not_present_new_device,confirmed_fraud,86.2
CC-1692,card_not_present_fraud,confirmed_fraud,49.45
CC-1693,account_takeover,confirmed_fraud,237.08
CC-1694,card_not_present_new_device,confirmed_fraud,18.49
CC-1695,account_takeover,confirmed_fraud,234.13
CC-1696,none,cleared,0.0
CC-1697,card_not_present_new_device,confirmed_fraud,50.01
CC-1698,account_takeover,confirmed_fraud,420.37
CC-1699,account_takeover,confirmed_fraud,329.06
CC-1700,out_of_region_use,confirmed_fraud,48.93
CC-1701,card_not_present_fraud,confirmed_fraud,71.02
CC-1702,none,cleared,0.0
CC-1703,card_not_present_new_device,confirmed_fraud,874.55
CC-1704,card_not_present_fraud,confirmed_fraud,85.72
CC-1705,card_not_present_new_device,confirmed_fraud,23.95
CC-1706,account_takeover,confirmed_fraud,141.09
CC-1707,out_of_region_use,confirmed_fraud,57.88
CC-1708,card_not_present_fraud,confirmed_fraud,25.33
CC-1709,none,cleared,0.0
CC-1710,account_takeover,confirmed_fraud,507.48
CC-1711,card_not_present_fraud,confirmed_fraud,200.06
CC-1712,out_of_region_use,confirmed_fraud,2607.93
CC-1713,card_not_present_fraud,confirmed_fraud,99.93
CC-1714,account_takeover,confirmed_fraud,822.53
CC-1715,card_not_present_new_device,confirmed_fraud,553.72
CC-1716,account_takeover,confirmed_fraud,98.03
CC-1717,account_takeover,confirmed_fraud,167.04
CC-1718,card_not_present_new_device,confirmed_fraud,100.06
CC-1719,card_not_present_new_device,confirmed_fraud,3379.51
CC-1720,card_not_present_new_device,confirmed_fraud,449.99
CC-1721,account_takeover,confirmed_fraud,369.81
CC-1722,account_takeover,confirmed_fraud,225.98
CC-1723,out_of_region_use,confirmed_fraud,47.9
CC-1724,out_of_region_use,confirmed_fraud,222.0
CC-1725,out_of_region_use,confirmed_fraud,1107.82
CC-1726,account_takeover,confirmed_fraud,895.04
CC-1727,account_takeover,confirmed_fraud,458.72
CC-1728,account_takeover,confirmed_fraud,117.92
CC-1729,out_of_region_use,confirmed_fraud,994.01
CC-1730,card_not_present_fraud,confirmed_fraud,102.99
CC-1731,card_not_present_new_device,confirmed_fraud,450.02
CC-1732,none,cleared,0.0
CC-1733,card_not_present_new_device,confirmed_fraud,30.02
CC-1734,card_not_present_new_device,confirmed_fraud,59.84
CC-1735,card_not_present_fraud,confirmed_fraud,38.73
CC-1736,card_not_present_fraud,confirmed_fraud,9.9
CC-1737,card_not_present_fraud,confirmed_fraud,19.15
CC-1738,card_not_present_fraud,confirmed_fraud,75.31
CC-1739,out_of_region_use,confirmed_fraud,91.92
CC-1740,card_not_present_new_device,confirmed_fraud,249.95
CC-1741,card_not_present_fraud,confirmed_fraud,66.79
CC-1742,account_takeover,confirmed_fraud,39.02
CC-1743,card_not_present_fraud,confirmed_fraud,299.9
CC-1744,card_not_present_fraud,confirmed_fraud,449.95
CC-1745,account_takeover,confirmed_fraud,59.09
CC-1746,none,cleared,0.0
CC-1747,card_not_present_new_device,confirmed_fraud,297.88
CC-1748,account_takeover,confirmed_fraud,1317.04
CC-1749,out_of_region_use,confirmed_fraud,196.03
CC-1750,card_not_present_new_device,confirmed_fraud,1000.21
CC-1751,card_not_present_new_device,confirmed_fraud,500.07
CC-1752,account_takeover,confirmed_fraud,241.05
CC-1753,card_not_present_new_device,confirmed_fraud,299.98
CC-1754,card_not_present_new_device,confirmed_fraud,280.95
CC-1755,card_not_present_fraud,confirmed_fraud,150.02
CC-1756,card_not_present_new_device,confirmed_fraud,323.82
CC-1757,none,cleared,0.0
CC-1758,card_not_present_fraud,confirmed_fraud,175.0
CC-1759,card_not_present_fraud,confirmed_fraud,53.13
CC-1760,card_not_present_fraud,confirmed_fraud,37.38
CC-1761,none,cleared,0.0
CC-1762,card_not_present_fraud,confirmed_fraud,66.5
CC-1763,account_takeover,confirmed_fraud,96.99
CC-1764,card_not_present_fraud,confirmed_fraud,42.94
CC-1765,card_not_present_fraud,confirmed_fraud,25.62
CC-1766,card_not_present_fraud,confirmed_fraud,74.5
CC-1767,account_takeover,confirmed_fraud,59.09
CC-1768,card_not_present_fraud,confirmed_fraud,175.08
CC-1769,card_not_present_fraud,confirmed_fraud,450.03
CC-1770,card_not_present_fraud,confirmed_fraud,83.6
CC-1771,card_not_present_new_device,confirmed_fraud,270.63
CC-1772,card_not_present_new_device,confirmed_fraud,51.95
CC-1773,out_of_region_use,confirmed_fraud,48.92
CC-1774,card_not_present_fraud,confirmed_fraud,180.51
CC-1775,card_not_present_new_device,confirmed_fraud,266.78
CC-1776,account_takeover,confirmed_fraud,793.88
CC-1777,card_not_present_new_device,confirmed_fraud,399.87
CC-1778,card_not_present_new_device,confirmed_fraud,100.0
CC-1779,card_not_present_fraud,confirmed_fraud,999.93
CC-1780,card_not_present_new_device,confirmed_fraud,150.02
CC-1781,account_takeover,confirmed_fraud,171.06
CC-1782,card_not_present_new_device,confirmed_fraud,400.0
CC-1783,account_takeover,confirmed_fraud,1903.24
CC-1784,none,cleared,0.0
CC-1785,card_not_present_new_device,confirmed_fraud,174.95
CC-1786,card_not_present_new_device,confirmed_fraud,499.92
CC-1787,out_of_region_use,confirmed_fraud,38.96
CC-1788,out_of_region_use,confirmed_fraud,414.89
CC-1789,card_not_present_new_device,confirmed_fraud,300.03
CC-1790,out_of_region_use,confirmed_fraud,424.89
CC-1791,card_not_present_fraud,confirmed_fraud,61.85
CC-1792,card_not_present_new_device,confirmed_fraud,499.85
CC-1793,out_of_region_use,confirmed_fraud,1724.0
CC-1794,card_not_present_new_device,confirmed_fraud,600.22
CC-1795,card_not_present_new_device,confirmed_fraud,274.96
CC-1796,card_not_present_fraud,confirmed_fraud,300.17
CC-1797,card_not_present_fraud,confirmed_fraud,40.81
CC-1798,account_takeover,confirmed_fraud,137.04
CC-1799,card_not_present_fraud,confirmed_fraud,26.92
CC-1800,account_takeover,confirmed_fraud,116.93
CC-1801,card_not_present_fraud,confirmed_fraud,42.76
CC-1802,none,cleared,0.0
CC-1803,card_not_present_new_device,confirmed_fraud,449.93
CC-1804,account_takeover,confirmed_fraud,590.08
CC-1805,account_takeover,confirmed_fraud,221.08
CC-1806,card_not_present_new_device,confirmed_fraud,50.06
CC-1807,account_takeover,confirmed_fraud,107.91
CC-1808,out_of_region_use,confirmed_fraud,342.97
CC-1809,card_not_present_new_device,confirmed_fraud,799.93
CC-1810,card_not_present_fraud,confirmed_fraud,20.04
CC-1811,out_of_region_use,confirmed_fraud,292.51
CC-1812,card_not_present_fraud,confirmed_fraud,66.39
CC-1813,card_not_present_new_device,confirmed_fraud,299.93
CC-1814,out_of_region_use,confirmed_fraud,171.0
CC-1815,card_not_present_fraud,confirmed_fraud,127.26
CC-1816,account_takeover,confirmed_fraud,117.13
CC-1817,card_not_present_fraud,confirmed_fraud,126.99
CC-1818,account_takeover,confirmed_fraud,56.04
CC-1819,card_not_present_fraud,confirmed_fraud,199.98
CC-1820,card_not_present_fraud,confirmed_fraud,1499.87
CC-1821,card_not_present_new_device,confirmed_fraud,500.07
CC-1822,out_of_region_use,confirmed_fraud,33.98
CC-1823,out_of_region_use,confirmed_fraud,58.02
CC-1824,none,cleared,0.0
CC-1825,out_of_region_use,confirmed_fraud,53.02
CC-1826,card_not_present_new_device,confirmed_fraud,374.98
CC-1827,account_takeover,confirmed_fraud,38.98
CC-1828,out_of_region_use,confirmed_fraud,40.92
CC-1829,card_not_present_fraud,confirmed_fraud,100.03
CC-1830,account_takeover,confirmed_fraud,34.08
CC-1831,out_of_region_use,confirmed_fraud,48.92
CC-1832,card_not_present_new_device,confirmed_fraud,169.87
CC-1833,account_takeover,confirmed_fraud,2058.89
CC-1834,card_not_present_new_device,confirmed_fraud,109.99
CC-1835,card_not_present_fraud,confirmed_fraud,400.07
CC-1836,card_not_present_fraud,confirmed_fraud,21.43
CC-1837,card_not_present_fraud,confirmed_fraud,170.1
CC-1838,none,cleared,0.0
CC-1839,card_not_present_fraud,confirmed_fraud,1399.82
CC-1840,out_of_region_use,confirmed_fraud,194.06
CC-1841,none,cleared,0.0
CC-1842,none,cleared,0.0
CC-1843,account_takeover,confirmed_fraud,28.92
CC-1844,card_not_present_new_device,confirmed_fraud,400.09
CC-1845,card_not_present_fraud,confirmed_fraud,299.91
CC-1846,card_not_present_new_device,confirmed_fraud,50.06
CC-1847,card_not_present_fraud,confirmed_fraud,66.42
CC-1848,account_takeover,confirmed_fraud,39.0
CC-1849,out_of_region_use,confirmed_fraud,261.06
CC-1850,card_not_present_fraud,confirmed_fraud,175.09
CC-1851,card_not_present_fraud,confirmed_fraud,50.08
CC-1852,card_not_present_fraud,confirmed_fraud,449.91
CC-1853,none,cleared,0.0
CC-1854,out_of_region_use,confirmed_fraud,155.85
CC-1855,card_not_present_fraud,confirmed_fraud,375.09
CC-1856,card_not_present_new_device,confirmed_fraud,252.81
CC-1857,card_not_present_fraud,confirmed_fraud,899.93
CC-1858,card_not_present_fraud,confirmed_fraud,150.08
CC-1859,card_not_present_fraud,confirmed_fraud,26.03
CC-1860,card_not_present_fraud,confirmed_fraud,200.17
CC-1861,account_takeover,confirmed_fraud,44.44
CC-1862,card_not_present_new_device,confirmed_fraud,199.94
CC-1863,card_not_present_new_device,confirmed_fraud,149.98
CC-1864,card_not_present_fraud,confirmed_fraud,136.26
