id,amount,ts,product_cd,channel,risk_score,card1,card5,addr1,addr2,p_emaildomain,r_emaildomain
3159924,97.87,2016-08-09 21:36:14,W,in_person,0.16,19248.0,226.0,325.0,87.0,,
3159975,5.9,2016-08-09 21:49:42,C,online,0.22,21363.0,138.0,,,hotmail.com,hotmail.com
3160002,170.97,2016-08-09 21:54:30,W,in_person,0.14,13250.0,117.0,191.0,87.0,outlook.com,
3160042,524.86,2016-08-09 22:07:14,W,in_person,0.17,22756.0,117.0,264.0,87.0,yahoo.com,
3160051,117.05,2016-08-09 22:08:23,W,in_person,0.08,19248.0,226.0,325.0,87.0,,
3160065,51.93,2016-08-09 22:11:28,C,online,0.27,21363.0,138.0,,,gmail.com,gmail.com
3160070,117.07,2016-08-09 22:12:53,W,in_person,0.15,19248.0,226.0,325.0,87.0,,
3160079,29.03,2016-08-09 22:14:05,C,online,0.21,21363.0,138.0,,,hotmail.com,hotmail.com
3160124,58.0,2016-08-09 22:25:35,W,in_person,0.12,15868.0,226.0,264.0,87.0,,
3160168,97.87,2016-08-09 22:38:08,W,in_person,0.08,19248.0,226.0,325.0,87.0,,
3160191,27.93,2016-08-09 22:45:26,C,online,0.06,21363.0,138.0,,,gmail.com,gmail.com
3160276,19.92,2016-08-09 23:03:37,W,in_person,0.01,19248.0,226.0,325.0,87.0,aol.com,
3160285,57.88,2016-08-09 23:06:40,W,in_person,0.24,15868.0,226.0,264.0,87.0,,
3160321,116.97,2016-08-09 23:18:38,W,in_person,0.06,19248.0,226.0,325.0,87.0,,
3160360,226.08,2016-08-09 23:31:12,W,in_person,0.13,19248.0,226.0,325.0,87.0,yahoo.com,
3160391,108.01,2016-08-09 23:39:41,W,in_person,0.03,19248.0,226.0,325.0,87.0,,
3160400,159.93,2016-08-09 23:41:45,W,in_person,0.15,21139.0,166.0,264.0,87.0,hotmail.com,
3160427,210.87,2016-08-09 23:46:29,W,in_person,0.24,19739.0,137.0,299.0,87.0,gmail.com,
3160465,68.01,2016-08-09 23:55:10,W,in_person,0.13,15868.0,226.0,264.0,87.0,gmail.com,
3160467,69.55,2016-08-09 23:55:41,C,online,0.19,21363.0,138.0,,,hotmail.com,hotmail.com
3160486,11.44,2016-08-10 00:00:06,C,online,0.14,21363.0,138.0,,,gmail.com,gmail.com
3160515,57.89,2016-08-10 00:09:12,W,in_person,0.18,22756.0,117.0,264.0,87.0,gmail.com,
3160533,97.99,2016-08-10 00:12:48,W,in_person,0.04,15868.0,226.0,264.0,87.0,,
3160549,22.62,2016-08-10 00:16:36,C,online,0.08,21363.0,138.0,,,outlook.com,outlook.com
3160587,13.98,2016-08-10 00:26:23,C,online,0.06,21363.0,138.0,,,gmail.com,gmail.com
3160611,35.92,2016-08-10 00:33:26,W,in_person,0.08,15868.0,226.0,264.0,87.0,gmail.com,
3160644,48.94,2016-08-10 00:45:11,W,in_person,0.02,15868.0,226.0,264.0,87.0,gmail.com,
3160662,50.09,2016-08-10 00:52:19,W,in_person,0.07,15868.0,226.0,264.0,87.0,yahoo.com,
3160680,385.92,2016-08-10 00:57:54,W,in_person,0.75,11539.0,226.0,448.0,87.0,yahoo.com,
3160698,77.95,2016-08-10 01:04:43,W,in_person,0.1,15868.0,226.0,264.0,87.0,,
3160700,47.96,2016-08-10 01:04:58,W,in_person,0.11,12947.0,166.0,494.0,87.0,ymail.com,
3160707,43.91,2016-08-10 01:08:47,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3160711,42.59,2016-08-10 01:10:41,C,online,0.1,21363.0,138.0,,,gmail.com,gmail.com
3160722,103.97,2016-08-10 01:14:31,W,in_person,0.34,19248.0,226.0,325.0,87.0,gmail.com,
3160726,107.96,2016-08-10 01:17:23,W,in_person,0.03,19248.0,226.0,325.0,87.0,hotmail.com,
3160727,59.96,2016-08-10 01:18:27,W,in_person,0.12,19248.0,226.0,325.0,87.0,,
3160771,24.39,2016-08-10 01:32:34,C,online,0.72,21363.0,138.0,,,hotmail.com,hotmail.com
3160792,24.3,2016-08-10 01:38:27,C,online,0.33,21363.0,138.0,,,hotmail.com,hotmail.com
3160794,45.98,2016-08-10 01:39:23,C,online,0.16,21363.0,138.0,,,outlook.com,outlook.com
3160796,40.35,2016-08-10 01:39:59,C,online,0.08,10114.0,102.0,,,hotmail.com,hotmail.com
3160797,390.02,2016-08-10 01:40:42,W,in_person,0.44,11539.0,226.0,448.0,87.0,yahoo.com,
3160805,87.07,2016-08-10 01:43:38,W,in_person,0.14,19248.0,226.0,325.0,87.0,gmail.com,
3160822,61.16,2016-08-10 01:48:20,C,online,0.1,21363.0,138.0,,,gmail.com,gmail.com
3160846,27.66,2016-08-10 01:58:22,C,online,0.03,21363.0,138.0,,,hotmail.com,hotmail.com
3160913,14.01,2016-08-10 02:20:59,C,online,0.48,21429.0,138.0,,,hotmail.com,hotmail.com
3160914,54.55,2016-08-10 02:21:03,C,online,0.82,21363.0,138.0,,,hotmail.com,hotmail.com
3160945,171.03,2016-08-10 02:33:23,W,in_person,0.28,19248.0,226.0,325.0,87.0,live.com,
3160977,225.93,2016-08-10 02:44:29,W,in_person,0.38,22756.0,117.0,264.0,87.0,gmail.com,
3160994,76.93,2016-08-10 02:54:06,C,online,0.08,21363.0,138.0,,,hotmail.com,hotmail.com
3161016,30.99,2016-08-10 03:07:08,W,in_person,0.06,19248.0,226.0,325.0,87.0,hotmail.com,
3161022,107.86,2016-08-10 03:09:58,W,in_person,0.19,15868.0,226.0,264.0,87.0,,
3161048,26.0,2016-08-10 03:18:56,W,in_person,0.13,22756.0,117.0,264.0,87.0,yahoo.com,
3161063,78.93,2016-08-10 03:27:18,W,in_person,0.03,15868.0,226.0,264.0,87.0,yahoo.com,
3161088,6.4,2016-08-10 03:39:33,C,online,0.05,21363.0,138.0,,,anonymous.com,anonymous.com
3161107,2.46,2016-08-10 03:52:49,C,online,0.12,21363.0,138.0,,,gmail.com,gmail.com
3161126,21.45,2016-08-10 04:09:01,C,online,0.01,21363.0,138.0,,,prodigy.net.mx,prodigy.net.mx
3161161,34.21,2016-08-10 04:33:08,C,online,0.03,10114.0,102.0,,,anonymous.com,anonymous.com
3161168,80.88,2016-08-10 04:37:05,C,online,0.13,21363.0,138.0,,,anonymous.com,anonymous.com
3161207,38.98,2016-08-10 05:03:13,W,in_person,0.16,15868.0,226.0,264.0,87.0,yahoo.com,
3161218,35.25,2016-08-10 05:12:48,C,online,0.09,21363.0,138.0,,,anonymous.com,anonymous.com
3161232,17.83,2016-08-10 05:24:00,C,online,0.1,21363.0,138.0,,,gmail.com,gmail.com
3161257,14.05,2016-08-10 05:58:04,C,online,0.13,21363.0,138.0,,,gmail.com,gmail.com
3161259,47.99,2016-08-10 06:00:12,W,in_person,0.15,22756.0,117.0,264.0,87.0,gmail.com,
3161287,160.55,2016-08-10 06:46:50,W,in_person,0.33,22756.0,117.0,264.0,87.0,gmail.com,
3161325,57.92,2016-08-10 08:53:42,W,in_person,0.05,12947.0,166.0,181.0,87.0,gmail.com,
3161327,45.02,2016-08-10 09:00:37,W,in_person,0.21,12947.0,166.0,181.0,87.0,gmail.com,
3161368,39.94,2016-08-10 11:58:05,W,in_person,0.12,19248.0,226.0,325.0,87.0,yahoo.com,
3161383,107.91,2016-08-10 12:23:06,W,in_person,0.24,19248.0,226.0,126.0,87.0,hotmail.com,
3161388,60.07,2016-08-10 12:25:55,W,in_person,0.06,19248.0,226.0,330.0,87.0,,
3161396,16.46,2016-08-10 12:36:18,C,online,0.05,10114.0,102.0,,,hotmail.com,hotmail.com
3161411,59.05,2016-08-10 12:45:27,W,in_person,0.13,19248.0,226.0,325.0,87.0,aol.com,
3161446,41.08,2016-08-10 13:23:26,W,in_person,0.06,19248.0,226.0,325.0,87.0,gmail.com,
3161467,57.87,2016-08-10 13:35:08,W,in_person,0.1,15868.0,226.0,264.0,87.0,,
3161471,79.07,2016-08-10 13:39:37,C,online,0.08,21363.0,138.0,,,anonymous.com,anonymous.com
3161507,170.97,2016-08-10 14:00:24,W,in_person,0.02,19248.0,226.0,325.0,87.0,,
3161660,235.08,2016-08-10 15:14:35,W,in_person,0.07,15868.0,226.0,264.0,87.0,yahoo.com,
3161746,3.95,2016-08-10 15:46:29,C,online,0.04,21363.0,138.0,,,hotmail.com,hotmail.com
3161783,57.0,2016-08-10 15:58:22,W,in_person,0.04,19248.0,226.0,325.0,87.0,yahoo.com,
3161821,389.93,2016-08-10 16:12:03,W,in_person,0.12,19248.0,226.0,325.0,87.0,aol.com,
3161828,5.71,2016-08-10 16:13:39,C,online,0.34,21363.0,138.0,,,hotmail.com,hotmail.com
3161831,5.86,2016-08-10 16:16:37,C,online,0.22,21363.0,138.0,,,hotmail.com,hotmail.com
3161844,5.69,2016-08-10 16:21:18,C,online,0.04,21363.0,138.0,,,hotmail.com,hotmail.com
3161893,5.81,2016-08-10 16:32:36,C,online,0.03,21363.0,138.0,,,hotmail.com,hotmail.com
3161895,108.92,2016-08-10 16:33:58,W,in_person,0.12,19248.0,226.0,325.0,87.0,,
3162002,113.06,2016-08-10 17:07:40,W,in_person,0.12,21139.0,166.0,272.0,87.0,yahoo.com,
3162111,117.07,2016-08-10 17:38:18,W,in_person,0.05,19248.0,226.0,325.0,87.0,,
3162118,83.09,2016-08-10 17:40:35,W,in_person,0.01,22756.0,117.0,264.0,87.0,gmail.com,
3162138,390.09,2016-08-10 17:48:29,W,in_person,0.42,11539.0,226.0,448.0,87.0,yahoo.com,
3162164,58.02,2016-08-10 17:56:11,W,in_person,0.04,13250.0,117.0,272.0,87.0,gmail.com,
3162189,62.03,2016-08-10 18:03:25,W,in_person,0.05,19739.0,137.0,315.0,87.0,gmail.com,
3162220,108.01,2016-08-10 18:12:42,W,in_person,0.12,19248.0,226.0,325.0,87.0,gmail.com,
3162230,29.07,2016-08-10 18:17:17,W,in_person,0.16,19248.0,226.0,325.0,87.0,gmail.com,
3162277,200.98,2016-08-10 18:29:01,W,in_person,0.15,19248.0,226.0,325.0,87.0,,
3162305,47.93,2016-08-10 18:35:43,W,in_person,0.14,19248.0,226.0,325.0,87.0,gmail.com,
3162307,58.97,2016-08-10 18:35:50,W,in_person,0.17,19248.0,226.0,325.0,87.0,,
3162312,201.09,2016-08-10 18:36:35,W,in_person,0.26,19248.0,226.0,325.0,87.0,,
3162317,97.88,2016-08-10 18:37:45,W,in_person,0.09,19248.0,226.0,325.0,87.0,gmail.com,
3162346,20.07,2016-08-10 18:44:33,W,in_person,0.12,19248.0,226.0,325.0,87.0,yahoo.com,
3162383,57.96,2016-08-10 18:53:52,W,in_person,0.19,15868.0,226.0,264.0,87.0,,
3162397,4.96,2016-08-10 18:57:44,S,online,0.2,19739.0,137.0,330.0,87.0,,gmail.com
3162401,4.98,2016-08-10 18:59:43,S,online,0.37,19739.0,137.0,330.0,87.0,,gmail.com
3162448,15.92,2016-08-10 19:15:49,W,in_person,0.02,10010.0,226.0,264.0,87.0,gmail.com,
3162479,279.95,2016-08-10 19:24:54,W,in_person,0.13,19248.0,226.0,325.0,87.0,,
3162484,116.99,2016-08-10 19:25:44,W,in_person,0.14,22756.0,117.0,264.0,87.0,gmail.com,
3162514,105.92,2016-08-10 19:33:46,W,in_person,0.08,19248.0,226.0,325.0,87.0,hotmail.com,
3162521,159.06,2016-08-10 19:36:23,C,online,0.15,21363.0,138.0,,,hotmail.com,hotmail.com
3162538,170.92,2016-08-10 19:40:59,W,in_person,0.01,21139.0,166.0,264.0,87.0,gmail.com,
3162637,50.06,2016-08-10 20:08:30,R,online,0.15,19248.0,226.0,126.0,87.0,anonymous.com,anonymous.com
3162661,33.51,2016-08-10 20:13:26,C,online,0.21,21363.0,138.0,,,prodigy.net.mx,prodigy.net.mx
3162666,41.35,2016-08-10 20:14:52,C,online,0.12,21363.0,138.0,,,outlook.es,outlook.es
3162685,222.09,2016-08-10 20:20:06,W,in_person,0.28,19248.0,226.0,325.0,87.0,,
3162691,280.05,2016-08-10 20:21:39,W,in_person,0.16,19248.0,226.0,325.0,87.0,,
3162708,8.4,2016-08-10 20:25:43,C,online,0.21,21363.0,138.0,,,gmail.com,gmail.com
3162722,225.93,2016-08-10 20:28:55,W,in_person,0.27,19248.0,226.0,387.0,87.0,yahoo.com,
3162729,55.34,2016-08-10 20:29:40,C,online,0.11,21363.0,138.0,,,outlook.es,outlook.es
3162743,141.09,2016-08-10 20:33:25,W,in_person,0.02,19248.0,226.0,308.0,87.0,gmail.com,
3162763,200.96,2016-08-10 20:39:12,W,in_person,0.09,19248.0,226.0,325.0,87.0,hotmail.com,
3162788,26.91,2016-08-10 20:49:05,W,in_person,0.15,12947.0,166.0,337.0,87.0,yahoo.com,
3162810,55.45,2016-08-10 20:54:04,C,online,0.27,21363.0,138.0,,,outlook.es,outlook.es
3162850,18.06,2016-08-10 21:03:27,C,online,0.03,21363.0,138.0,,,gmail.com,gmail.com
3162856,55.41,2016-08-10 21:05:03,C,online,0.15,21363.0,138.0,,,outlook.es,outlook.es
3162874,116.97,2016-08-10 21:10:49,W,in_person,0.14,19248.0,226.0,325.0,87.0,icloud.com,
3162897,205.93,2016-08-10 21:19:05,W,in_person,0.17,22756.0,117.0,264.0,87.0,mail.com,
3162901,35.87,2016-08-10 21:19:34,W,in_person,0.19,22756.0,117.0,264.0,87.0,yahoo.com,
3162902,16.31,2016-08-10 21:19:41,C,online,0.03,21363.0,138.0,,,outlook.com,outlook.com
3162921,594.93,2016-08-10 21:26:35,W,in_person,0.04,19739.0,137.0,299.0,87.0,,
3162945,28.99,2016-08-10 21:32:01,W,in_person,0.09,19248.0,226.0,325.0,87.0,,
3163015,40.4,2016-08-10 21:48:36,C,online,0.75,21363.0,138.0,,,gmail.com,gmail.com
3163023,226.02,2016-08-10 21:49:44,W,in_person,0.23,15868.0,226.0,251.0,87.0,gmail.com,
3163112,82.0,2016-08-10 22:10:46,W,in_person,0.34,19248.0,226.0,325.0,87.0,aol.com,
3163151,17.36,2016-08-10 22:21:01,C,online,0.18,21363.0,138.0,,,gmail.com,gmail.com
3163199,74.45,2016-08-10 22:32:04,W,in_person,0.01,22756.0,117.0,264.0,87.0,gmail.com,
3163219,21.7,2016-08-10 22:39:10,C,online,0.08,21429.0,138.0,,,gmail.com,gmail.com
3163227,210.01,2016-08-10 22:41:01,W,in_person,0.23,12947.0,166.0,181.0,87.0,yahoo.com,
3163296,44.28,2016-08-10 23:02:04,C,online,0.03,21363.0,138.0,,,gmail.com,gmail.com
3163301,44.14,2016-08-10 23:03:55,C,online,0.15,21363.0,138.0,,,gmail.com,gmail.com
3163321,44.18,2016-08-10 23:09:52,C,online,0.16,21363.0,138.0,,,gmail.com,gmail.com
3163330,30.88,2016-08-10 23:11:17,W,in_person,0.18,22756.0,117.0,264.0,87.0,gmail.com,
3163332,445.06,2016-08-10 23:11:45,W,in_person,0.33,15868.0,226.0,264.0,87.0,,
3163347,334.99,2016-08-10 23:14:52,W,in_person,0.06,15868.0,226.0,264.0,87.0,yahoo.com,
3163356,28.92,2016-08-10 23:18:50,W,in_person,0.22,15868.0,226.0,387.0,87.0,gmail.com,
3163368,44.27,2016-08-10 23:21:58,C,online,0.06,21363.0,138.0,,,gmail.com,gmail.com
3163380,44.13,2016-08-10 23:25:19,C,online,0.2,21363.0,138.0,,,gmail.com,gmail.com
3163429,225.97,2016-08-10 23:41:25,W,in_person,0.05,15868.0,226.0,264.0,87.0,yahoo.com,
3163440,335.02,2016-08-10 23:43:48,W,in_person,0.05,15868.0,226.0,264.0,87.0,yahoo.com,
3163483,5.81,2016-08-10 23:58:12,C,online,0.13,21363.0,138.0,,,hotmail.com,hotmail.com
3163490,44.48,2016-08-10 23:59:57,C,online,0.07,21363.0,138.0,,,gmail.com,gmail.com
3163517,5.82,2016-08-11 00:05:45,C,online,0.04,21363.0,138.0,,,hotmail.com,hotmail.com
3163531,244.68,2016-08-11 00:08:22,W,in_person,0.08,19739.0,137.0,231.0,87.0,aol.com,
3163544,542.08,2016-08-11 00:14:23,W,in_person,0.08,19248.0,226.0,325.0,87.0,gmail.com,
3163547,344.96,2016-08-11 00:15:01,W,in_person,0.28,19739.0,137.0,299.0,87.0,gmail.com,
3163561,87.04,2016-08-11 00:20:51,W,in_person,0.35,19248.0,226.0,325.0,87.0,yahoo.com,
3163565,49.46,2016-08-11 00:21:48,W,in_person,0.14,19248.0,226.0,325.0,87.0,yahoo.com,
3163569,86.95,2016-08-11 00:23:26,W,in_person,0.17,19248.0,226.0,325.0,87.0,,
3163601,541.98,2016-08-11 00:34:07,W,in_person,0.1,19248.0,226.0,325.0,87.0,gmail.com,
3163715,35.98,2016-08-11 01:08:34,W,in_person,0.06,19248.0,226.0,325.0,87.0,gmail.com,
3163752,26.45,2016-08-11 01:24:37,W,in_person,0.05,19248.0,226.0,126.0,87.0,gmail.com,
3163770,405.15,2016-08-11 01:31:07,W,in_person,0.13,19739.0,137.0,220.0,87.0,rocketmail.com,
3163774,116.98,2016-08-11 01:31:43,W,in_person,0.02,19248.0,226.0,126.0,87.0,aol.com,
3163783,116.93,2016-08-11 01:36:42,W,in_person,0.02,19248.0,226.0,325.0,87.0,gmail.com,
3163796,189.86,2016-08-11 01:42:31,W,in_person,0.16,19248.0,226.0,325.0,87.0,,
3163814,108.87,2016-08-11 01:50:46,W,in_person,0.04,15868.0,226.0,264.0,87.0,hotmail.com,
3163891,97.96,2016-08-11 02:21:47,W,in_person,0.21,15868.0,226.0,264.0,87.0,yahoo.com,
3164005,74.02,2016-08-11 03:12:27,W,in_person,0.03,19248.0,226.0,325.0,87.0,gmail.com,
3164065,58.04,2016-08-11 03:43:27,W,in_person,0.1,15868.0,226.0,264.0,87.0,anonymous.com,
3164078,160.02,2016-08-11 03:53:52,W,in_person,0.02,19248.0,226.0,325.0,87.0,yahoo.com,
3164107,141.09,2016-08-11 04:10:01,W,in_person,0.27,12947.0,166.0,299.0,87.0,live.com,
3164170,10.23,2016-08-11 05:11:38,C,online,0.09,11242.0,226.0,,,gmail.com,gmail.com
3164217,226.07,2016-08-11 06:00:21,W,in_person,0.06,19248.0,226.0,325.0,87.0,yahoo.com,
3164219,226.06,2016-08-11 06:06:20,W,in_person,0.08,19248.0,226.0,325.0,87.0,yahoo.com,
3164227,57.91,2016-08-11 06:18:11,W,in_person,0.13,15868.0,226.0,264.0,87.0,,
3164234,225.95,2016-08-11 06:37:00,W,in_person,0.06,19248.0,226.0,325.0,87.0,yahoo.com,
3164238,226.09,2016-08-11 06:41:38,W,in_person,0.05,19248.0,226.0,325.0,87.0,yahoo.com,
3164275,58.88,2016-08-11 08:16:56,W,in_person,0.07,15868.0,226.0,299.0,87.0,gmail.com,
3164334,59.08,2016-08-11 12:04:39,W,in_person,0.23,19248.0,226.0,325.0,87.0,yahoo.com,
3164382,107.87,2016-08-11 13:04:32,W,in_person,0.2,15868.0,226.0,264.0,87.0,gmail.com,
3164472,226.04,2016-08-11 14:13:39,W,in_person,0.31,19248.0,226.0,126.0,87.0,,
3164475,28.99,2016-08-11 14:15:24,W,in_person,0.6,19248.0,226.0,325.0,87.0,,
3164590,73.0,2016-08-11 15:10:46,W,in_person,0.09,22756.0,117.0,264.0,87.0,yahoo.com,
3164592,499.99,2016-08-11 15:11:04,W,in_person,0.12,19248.0,226.0,325.0,87.0,gmail.com,
3164656,424.87,2016-08-11 15:35:23,W,in_person,0.06,22756.0,117.0,264.0,87.0,,
3164659,39.15,2016-08-11 15:36:34,C,online,0.26,21363.0,138.0,,,hotmail.com,hotmail.com
3164669,25.91,2016-08-11 15:39:06,W,in_person,0.23,21139.0,166.0,204.0,87.0,gmail.com,
3164686,30.97,2016-08-11 15:42:49,W,in_person,0.01,12947.0,166.0,251.0,87.0,yahoo.com,
3164719,28.96,2016-08-11 15:54:14,W,in_person,0.15,19248.0,226.0,325.0,87.0,mail.com,
3164739,30.99,2016-08-11 16:00:11,W,in_person,0.02,15868.0,226.0,264.0,87.0,gmail.com,
3164780,14.0,2016-08-11 16:11:19,C,online,0.05,21363.0,138.0,,,hotmail.com,hotmail.com
3164850,0.56,2016-08-11 16:31:48,C,online,0.73,21363.0,138.0,,,gmail.com,gmail.com
3164873,24.09,2016-08-11 16:40:22,W,in_person,0.07,19248.0,226.0,325.0,87.0,gmail.com,
3164918,524.9,2016-08-11 16:55:54,W,in_person,0.2,19739.0,137.0,264.0,87.0,yahoo.com,
3164988,107.0,2016-08-11 17:14:13,W,in_person,0.13,19248.0,226.0,272.0,87.0,gmail.com,
3165048,116.95,2016-08-11 17:32:44,W,in_person,0.02,19248.0,226.0,325.0,87.0,,
3165077,509.96,2016-08-11 17:40:43,W,in_person,0.09,19248.0,226.0,325.0,87.0,yahoo.com,
3165148,117.06,2016-08-11 18:04:52,W,in_person,0.27,19248.0,226.0,325.0,87.0,aol.com,
3165196,90.39,2016-08-11 18:18:32,C,online,0.79,21429.0,138.0,,,yahoo.com,yahoo.com
3165212,19.13,2016-08-11 18:22:45,C,online,0.11,21363.0,138.0,,,hotmail.com,hotmail.com
3165262,445.08,2016-08-11 18:36:00,W,in_person,0.09,19739.0,137.0,204.0,87.0,yahoo.com,
3165311,108.45,2016-08-11 18:49:26,W,in_person,0.05,22756.0,117.0,264.0,87.0,gmail.com,
3165320,116.92,2016-08-11 18:51:44,W,in_person,0.02,19248.0,226.0,325.0,87.0,yahoo.com,
3165331,28.44,2016-08-11 18:55:35,C,online,0.06,21363.0,138.0,,,hotmail.com,hotmail.com
3165369,39.04,2016-08-11 19:05:59,W,in_person,0.11,19739.0,137.0,315.0,87.0,gmail.com,
3165426,39.09,2016-08-11 19:17:05,W,in_person,0.13,15868.0,226.0,264.0,87.0,,
3165431,11.25,2016-08-11 19:18:43,C,online,0.02,21363.0,138.0,,,hotmail.com,hotmail.com
3165471,49.05,2016-08-11 19:29:57,W,in_person,0.19,19248.0,226.0,325.0,87.0,,
3165476,47.9,2016-08-11 19:31:49,W,in_person,0.06,21139.0,166.0,272.0,87.0,gmail.com,
3165477,34.0,2016-08-11 19:32:04,W,in_person,0.04,15868.0,226.0,264.0,87.0,,
3165512,34.05,2016-08-11 19:40:00,W,in_person,0.11,15868.0,226.0,264.0,87.0,,
3165597,81.71,2016-08-11 20:01:47,C,online,0.01,21363.0,138.0,,,gmail.com,gmail.com
3165721,48.99,2016-08-11 20:39:52,W,in_person,0.25,21139.0,166.0,204.0,87.0,hotmail.com,
3165729,41.85,2016-08-11 20:42:17,C,online,0.33,21363.0,138.0,,,gmail.com,gmail.com
3165731,87.07,2016-08-11 20:42:33,W,in_person,0.12,19248.0,226.0,325.0,87.0,aol.com,
3165737,49.4,2016-08-11 20:43:37,C,online,0.04,21363.0,138.0,,,gmail.com,gmail.com
3165768,22.95,2016-08-11 20:50:14,C,online,0.24,21363.0,138.0,,,gmail.com,gmail.com
3165801,22.92,2016-08-11 20:56:50,C,online,0.08,21363.0,138.0,,,gmail.com,gmail.com
3165808,26.74,2016-08-11 20:58:24,C,online,0.12,21363.0,138.0,,,outlook.es,outlook.es
3165810,49.82,2016-08-11 20:58:36,C,online,0.17,21363.0,138.0,,,gmail.com,gmail.com
3165835,249.94,2016-08-11 21:05:45,W,in_person,0.14,19248.0,226.0,126.0,87.0,,
3165845,91.94,2016-08-11 21:07:42,W,in_person,0.07,19248.0,226.0,325.0,87.0,aol.com,
3165862,49.08,2016-08-11 21:14:32,W,in_person,0.01,19248.0,226.0,325.0,87.0,aol.com,
3165869,15.01,2016-08-11 21:16:32,W,in_person,0.24,12947.0,166.0,325.0,87.0,,
3165875,14.93,2016-08-11 21:18:26,W,in_person,0.14,12947.0,166.0,325.0,87.0,,
3165903,12.51,2016-08-11 21:26:11,W,in_person,0.08,12947.0,166.0,325.0,87.0,gmail.com,
3165910,914.87,2016-08-11 21:28:00,W,in_person,0.03,19248.0,226.0,325.0,87.0,gmail.com,
3165917,12.32,2016-08-11 21:30:19,C,online,0.12,21363.0,138.0,,,gmail.com,gmail.com
3165934,63.0,2016-08-11 21:34:56,C,online,0.09,21363.0,138.0,,,gmail.com,gmail.com
3165969,32.96,2016-08-11 21:42:27,C,online,0.08,21363.0,138.0,,,hotmail.com,hotmail.com
3165977,58.51,2016-08-11 21:45:43,C,online,0.04,21363.0,138.0,,,hotmail.com,hotmail.com
3165986,34.06,2016-08-11 21:47:52,C,online,0.54,10114.0,102.0,,,gmail.com,gmail.com
3166054,946.94,2016-08-11 22:06:10,W,in_person,0.59,11539.0,226.0,448.0,87.0,yahoo.com,
3166069,6.92,2016-08-11 22:10:16,C,online,0.15,21363.0,138.0,,,gmail.com,gmail.com
3166095,20.63,2016-08-11 22:18:24,C,online,0.09,21363.0,138.0,,,gmail.com,gmail.com
3166173,151.09,2016-08-11 22:36:03,W,in_person,0.22,19248.0,226.0,325.0,87.0,,
3166183,32.89,2016-08-11 22:38:36,C,online,0.09,21363.0,138.0,,,gmail.com,gmail.com
3166231,57.87,2016-08-11 22:50:33,W,in_person,0.03,15868.0,226.0,264.0,87.0,gmail.com,
3166254,11.48,2016-08-11 22:57:06,C,online,0.08,10114.0,102.0,,,yahoo.com.mx,yahoo.com.mx
3166257,946.92,2016-08-11 22:59:36,W,in_person,0.67,11539.0,226.0,448.0,87.0,yahoo.com,
3166341,7.97,2016-08-11 23:23:11,C,online,0.2,21363.0,138.0,,,gmail.com,gmail.com
3166344,8.07,2016-08-11 23:24:28,C,online,0.24,21363.0,138.0,,,gmail.com,gmail.com
3166345,17.97,2016-08-11 23:25:00,C,online,0.11,21363.0,138.0,,,hotmail.com,hotmail.com
3166371,8.13,2016-08-11 23:31:27,C,online,0.35,21363.0,138.0,,,gmail.com,gmail.com
3166403,4.0,2016-08-11 23:40:40,C,online,0.15,21429.0,138.0,,,hotmail.com,hotmail.com
3166414,104.92,2016-08-11 23:43:46,W,in_person,0.04,19248.0,226.0,325.0,87.0,yahoo.com,
3166430,20.09,2016-08-11 23:48:35,C,online,0.07,21363.0,138.0,,,gmail.com,gmail.com
3166466,107.96,2016-08-11 23:57:44,W,in_person,0.32,13250.0,117.0,272.0,87.0,gmail.com,
3166476,59.01,2016-08-12 00:01:03,W,in_person,0.11,19739.0,137.0,272.0,87.0,yahoo.com,
3166490,26.76,2016-08-12 00:05:42,C,online,0.01,21363.0,138.0,,,outlook.com,outlook.com
3166495,12.04,2016-08-12 00:07:10,C,online,0.07,21363.0,138.0,,,hotmail.es,hotmail.es
3166518,77.88,2016-08-12 00:14:36,W,in_person,0.08,13250.0,117.0,272.0,87.0,gmail.com,
3166525,77.97,2016-08-12 00:15:51,W,in_person,0.17,13250.0,117.0,272.0,87.0,gmail.com,
3166541,58.98,2016-08-12 00:20:03,W,in_person,0.39,19248.0,226.0,325.0,87.0,gmail.com,
3166542,159.95,2016-08-12 00:20:24,W,in_person,0.07,15868.0,226.0,264.0,87.0,anonymous.com,
3166553,116.91,2016-08-12 00:24:43,W,in_person,0.25,12947.0,166.0,494.0,87.0,yahoo.com,
3166593,430.07,2016-08-12 00:37:30,W,in_person,0.11,21139.0,166.0,310.0,87.0,yahoo.com,
3166602,12.33,2016-08-12 00:42:26,C,online,0.01,21363.0,138.0,,,gmail.com,gmail.com
3166621,59.06,2016-08-12 00:45:51,W,in_person,0.29,19248.0,226.0,325.0,87.0,,
3166626,11.7,2016-08-12 00:46:47,C,online,0.04,21363.0,138.0,,,hotmail.com,hotmail.com
3166627,46.62,2016-08-12 00:47:13,C,online,0.02,21363.0,138.0,,,hotmail.com,hotmail.com
3166631,16.33,2016-08-12 00:48:07,C,online,0.26,21363.0,138.0,,,gmail.com,gmail.com
3166649,334.94,2016-08-12 00:51:49,W,in_person,0.04,19248.0,226.0,325.0,87.0,gmail.com,
