from,to
C05876-K2,3349202
C05876-K2,3349235
C05876-K2,3350865
C05876-K2,3351642
C05876-K2,3351711
C05876-K2,3351712
C05876-K2,3352853
C05876-K2,3354298
C05876-K2,3354386
C05876-K2,3354573
C05876-K2,3354618
C05876-K2,3354622
C05876-K2,3354636
C05876-K2,3355011
C05876-K2,3356406
C05876-K2,3357726
C05876-K2,3357995
C05876-K2,3359800
C05876-K2,3360008
C05876-K2,3360389
C05876-K2,3360667
C05876-K2,3360926
C05876-K2,3363367
C05876-K2,3363774
C05876-K2,3364337
C05876-K2,3365561
C05876-K2,3365865
C05876-K2,3365945
C05876-K2,3366734
C05876-K2,3367179
C05876-K2,3367236
C05876-K2,3367765
C05876-K2,3368083
C05876-K2,3368627
C05876-K2,3369851
C05876-K2,3371012
C05876-K2,3371298
C05876-K2,3371481
C05876-K2,3372408
C05876-K2,3375316
C05876-K2,3375451
C05876-K2,3375458
C05876-K2,3375665
C05876-K2,3376003
C05876-K2,3376970
C05876-K2,3379951
C05876-K2,3380318
C05876-K2,3380532
C05876-K2,3381323
C05876-K2,3381364
C05876-K2,3381383
C05876-K2,3381675
C05876-K2,3381958
C05876-K2,3382063
C05876-K2,3384341
C05876-K2,3385589
C05876-K2,3385756
C05876-K2,3386158
C05876-K2,3386329
C05876-K2,3386476
C05876-K2,3386480
C05876-K2,3386591
C05876-K2,3386601
C05876-K2,3387970
C05876-K2,3389007
C05876-K2,3389523
C05876-K2,3389963
C05876-K2,3390360
C05876-K2,3392122
C05876-K2,3392181
C05876-K2,3392318
C05876-K2,3393377
C05876-K2,3394193
C05876-K2,3394663
C05876-K2,3395063
C05876-K2,3395284
C05876-K2,3396277
C05876-K2,3397211
C05876-K2,3397708
C05876-K2,3398151
C05876-K2,3398247
C05876-K2,3398492
C05876-K2,3398606
C05876-K2,3398963
C05876-K2,3400331
C05876-K2,3401141
C05876-K2,3402163
C05876-K2,3404607
C05876-K2,3404955
C05876-K2,3405213
C05876-K2,3405399
C05876-K2,3405544
C05876-K2,3405873
C05876-K2,3406054
C05876-K2,3406898
C05876-K2,3407064
C05876-K2,3407309
C05876-K2,3407877
C05876-K2,3408452
C05876-K2,3408610
C05876-K2,3408943
C05876-K2,3410591
C05876-K2,3410944
C05876-K2,3411234
C05876-K2,3411450
C05876-K2,3412206
C05876-K2,3413113
C05876-K2,3414107
C05876-K2,3414299
C05876-K2,3414815
C05876-K2,3415476
C05876-K2,3415593
C05876-K2,3415663
C05876-K2,3415759
C05876-K2,3416081
C05876-K2,3416248
C05876-K2,3416797
C05876-K2,3417005
C05876-K2,3417260
C05876-K2,3417444
C05876-K2,3417872
C05876-K2,3418802
C05876-K2,3420051
C05876-K2,3420524
C05876-K2,3420814
C05876-K2,3421399
C05876-K2,3421918
C05876-K2,3422435
C05876-K2,3424215
C05876-K2,3424862
C05876-K2,3425324
C05876-K2,3425893
C05876-K2,3426330
C05876-K2,3427061
C05876-K2,3427852
C05876-K2,3428285
C05876-K2,3428757
C05876-K2,3429743
C05876-K2,3429878
C05876-K2,3430429
C05876-K2,3430433
C05876-K2,3430480
C05876-K2,3430698
C05876-K2,3430925
C05876-K2,3433143
C05876-K2,3434120
C05876-K2,3434518
C05876-K2,3435084
C05876-K2,3435388
C05876-K2,3436042
C05876-K2,3437559
C05876-K2,3437797
C05876-K2,3438213
C05876-K2,3438594
C05876-K2,3439052
C05876-K2,3439270
C05876-K2,3440951
C05876-K2,3441332
C05876-K2,3441996
C05876-K2,3442065
C05876-K2,3442222
C05876-K2,3442424
C05876-K2,3442469
C05876-K2,3442790
C05876-K2,3442931
C05876-K2,3443275
C05876-K2,3443699
C05876-K2,3444067
C05876-K2,3444327
C05876-K2,3444666
C05876-K2,3445004
C05876-K2,3445897
C05876-K2,3446272
C05876-K2,3446990
C05876-K2,3447632
C05876-K2,3449482
C05876-K2,3449571
C05876-K2,3449764
C05876-K2,3450232
C05876-K2,3451015
C05876-K2,3454781
C05876-K2,3454926
C05876-K2,3455150
C05876-K2,3455632
C05876-K2,3455933
C05876-K2,3456124
C05876-K2,3456319
C05876-K2,3456484
C05876-K2,3456836
C05876-K2,3457208
C05876-K2,3457274
C05876-K2,3457559
C05876-K2,3457739
C05876-K2,3458199
C05876-K2,3458405
C05876-K2,3458571
C05876-K2,3458859
C05876-K2,3459854
C05876-K2,3460056
C05876-K2,3460442
C05876-K2,3460645
C05876-K2,3461534
C05876-K2,3461892
C05876-K2,3462839
C05876-K2,3463777
C05876-K2,3464047
C05876-K2,3464387
C05876-K2,3464545
C05876-K2,3465644
C05876-K2,3465918
C05876-K2,3466569
C05876-K2,3468151
C05876-K2,3469512
C05876-K2,3469585
C05876-K2,3469959
C05876-K2,3469960
C05876-K2,3470108
C05876-K2,3470420
C05876-K2,3470748
C05876-K2,3471705
C05876-K2,3472178
C05876-K2,3472271
C05876-K2,3472559
C05876-K2,3473765
C05876-K2,3474477
C05876-K2,3474794
C05876-K2,3476277
C05876-K2,3476453
C05876-K2,3476843
C05876-K2,3477015
C05876-K2,3477493
C05876-K2,3477559
C05876-K2,3477702
C05876-K2,3477942
C05876-K2,3478409
C05876-K2,3478493
C05876-K2,3478625
C05876-K2,3478665
C05876-K2,3478687
C05876-K2,3478693
C05876-K2,3479815
C05876-K2,3479875
C05876-K2,3479908
C05876-K2,3480418
C05876-K2,3480752
C05876-K2,3481298
C05876-K2,3482536
C05876-K2,3482695
C05876-K2,3482774
C05876-K2,3483072
C05876-K2,3483535
C05876-K2,3484226
C05876-K2,3485864
C05876-K2,3486001
C05876-K2,3486224
C05876-K2,3486725
C05876-K2,3486750
C05876-K2,3486951
C05876-K2,3487738
C05876-K2,3488001
C05876-K2,3489121
C05876-K2,3490190
C05876-K2,3492083
C05876-K2,3492889
C05876-K2,3493598
C05876-K2,3495595
C05876-K2,3495617
C05876-K2,3496054
C05876-K2,3496216
C05876-K2,3496252
C05876-K2,3496642
C05876-K2,3497187
C05876-K2,3497451
C05876-K2,3497514
C05876-K2,3497617
C05876-K2,3498193
C05876-K2,3499091
C05876-K2,3499141
C05876-K2,3499346
C05876-K2,3499408
C05876-K2,3499411
C05876-K2,3499424
C05876-K2,3500293
C05876-K2,3500360
C05876-K2,3501245
C05876-K2,3501873
C05876-K2,3503096
C05876-K2,3503594
C05876-K2,3503998
C05876-K2,3504749
C05876-K2,3505758
C05876-K2,3506222
C05876-K2,3506425
C05876-K2,3506704
C05876-K2,3506789
C05876-K2,3507807
C05876-K2,3507900
C05876-K2,3508804
C05876-K2,3509253
C05876-K2,3509831
C05876-K2,3511561
C05876-K2,3511664
C05876-K2,3511732
C05876-K2,3511741
C05876-K2,3511781
C05876-K2,3511788
C05876-K2,3511845
C05876-K2,3513872
C05876-K2,3513892
C05876-K2,3515034
C05876-K2,3516470
C05876-K2,3516499
C05876-K2,3516554
C05876-K2,3516576
C05876-K2,3517403
C05876-K2,3517677
C05876-K2,3518030
C05876-K2,3518299
C05876-K2,3518420
C05876-K2,3518769
C05876-K2,3518796
C05876-K2,3518834
C05876-K2,3519600
C05876-K2,3520219
C05876-K2,3520289
C05876-K2,3520333
C05876-K2,3521786
C05876-K2,3521946
C05876-K2,3522905
C05876-K2,3522981
C05876-K2,3523413
C05876-K2,3523715
C05876-K2,3524405
C05876-K2,3524511
C05876-K2,3524647
C05876-K2,3525005
C05876-K2,3526597
C05876-K2,3526981
C05876-K2,3527203
C05876-K2,3527245
C05876-K2,3527367
C05876-K2,3528112
C05876-K2,3528287
C05876-K2,3528493
C05876-K2,3528794
C05876-K2,3528844
C05876-K2,3529082
C05876-K2,3529093
C05876-K2,3529314
C05876-K2,3529843
C05876-K2,3529911
C05876-K2,3530109
C05876-K2,3530133
C05876-K2,3530482
C05876-K2,3530570
C05876-K2,3531000
C05876-K2,3531006
C05876-K2,3532110
C05876-K2,3532129
C05876-K2,3534824
C05876-K2,3535150
C05876-K2,3535369
C05876-K2,3535809
C05876-K2,3536174
C05876-K2,3536906
C05876-K2,3536952
C05876-K2,3537376
C05876-K2,3538776
C05876-K2,3538894
C05876-K2,3540126
C05876-K2,3540214
C05876-K2,3540959
C05876-K2,3541022
C05876-K2,3541066
C05876-K2,3541082
C05876-K2,3541089
C05876-K2,3541098
C05876-K2,3541111
C05876-K2,3541119
C05876-K2,3541155
C05876-K2,3541180
C05876-K2,3541202
C05876-K2,3541231
C05876-K2,3541371
C05876-K2,3542130
C05876-K2,3542204
C05876-K2,3542730
C05876-K2,3542768
C05876-K2,3543188
C05876-K2,3543247
C05876-K2,3543350
C05876-K2,3543950
C05876-K2,3544392
C05876-K2,3544438
C05876-K2,3544504
C05876-K2,3544512
C05876-K2,3544871
C05876-K2,3544886
C05876-K2,3545086
C05876-K2,3545223
C05876-K2,3545599
C05876-K2,3545827
C05876-K2,3546187
C05876-K2,3546339
C05876-K2,3547364
C05876-K2,3547831
C05876-K2,3548770
C05876-K2,3549201
C05876-K2,3549583
C05876-K2,3550012
C05876-K2,3550013
C05876-K2,3550293
C05876-K2,3550470
C05876-K2,3551245
C05876-K2,3552000
C05876-K2,3552020
C05876-K2,3553253
C05876-K2,3553342
C05876-K2,3554541
C05876-K2,3556479
C05876-K2,3557084
C05876-K2,3557091
C05876-K2,3557158
C05876-K2,3557340
C05876-K2,3557368
C05876-K2,3557731
C05876-K2,3557749
C05876-K2,3558647
C05876-K2,3558915
C05876-K2,3559335
C05876-K2,3559560
C05876-K2,3560073
C05876-K2,3560242
C05876-K2,3561044
C05876-K2,3561100
C05876-K2,3561411
C05876-K2,3561481
C05876-K2,3561517
C05876-K2,3561763
C05876-K2,3561934
C05876-K2,3562421
C05876-K2,3562997
C05876-K2,3563175
C05876-K2,3563772
C05876-K2,3563985
C05876-K2,3564575
C05876-K2,3564856
C05876-K2,3564942
C05876-K2,3565138
C05876-K2,3565755
C05876-K2,3566988
C05876-K2,3567481
C05876-K2,3567652
C05876-K2,3568429
C05876-K2,3568711
C05876-K2,3568753
C05876-K2,3568775
C05876-K2,3569475
C05876-K2,3569592
C05876-K2,3569633
C05876-K2,3571577
C05876-K2,3571879
C05876-K2,3572034
C05876-K2,3572356
C05876-K2,3572720
C05876-K2,3573610
C05876-K2,3576023
C05876-K2,3576209
C05876-K2,3576688
C05876-K2,3576887
C05876-K2,3577180
C05876-K2,3577954
C05876-K2,3578264
C05876-K2,3578596
C05876-K2,3578624
C05876-K2,3578648
C05876-K2,3578945
C05876-K2,3579193
C05876-K2,3579316
C05876-K2,3579410
C05876-K2,3579735
C05876-K2,3579968
C05876-K2,3580346
C05876-K2,3580474
C05876-K2,3580477
C05876-K2,3580739
C05876-K2,3581145
C05876-K2,3581160
C05876-K2,3581242
C05876-K2,3582065
C05876-K2,3582465
C05876-K2,3582561
C05876-K2,3583152
C05876-K2,3584912
C05876-K2,3584952
C05992-K1,3448259
C05996-K1,3523876
C05996-K1,3528178
C05996-K1,3528182
C05996-K1,3533339
C05996-K1,3533361
C05996-K1,3570353
C05996-K1,3570404
C06005-K1,3492354
C06005-K1,3494277
C06031-K2,3486052
C06049-K1,3521347
C06104-K1,3444431
C06181-K1,3538964
C06208-K1,3433026
C06220-K1,3501263
C06224-K2,3431078
C06224-K2,3435397
C06224-K2,3436646
C06224-K2,3438493
C06224-K2,3440943
C06224-K2,3445158
C06224-K2,3449515
C06224-K2,3449547
C06224-K2,3449603
C06224-K2,3451218
C06224-K2,3451570
C06224-K2,3453090
C06224-K2,3453134
C06224-K2,3453580
C06224-K2,3463229
C06224-K2,3482613
C06224-K2,3483938
C06224-K2,3503988
C06224-K2,3513185
C06224-K2,3513246
C06224-K2,3513474
C06224-K2,3513537
C06224-K2,3522248
C06224-K2,3522258
C06224-K2,3531522
C06224-K2,3549472
C06224-K2,3568646
C06279-K1,3534900
C06339-K1,3522758
C06339-K1,3522775
C06339-K1,3536896
C06339-K1,3536938
C06410-K1,3535554
C06464-K1,3537355
C06464-K1,3541084
C06464-K1,3544589
C06464-K1,3550266
C06464-K1,3550364
C06464-K1,3550376
C06464-K1,3560378
C06464-K1,3572076
C06464-K1,3572629
C06464-K1,3572678
C06514-K1,3452348
C06514-K1,3452360
C06598-K1,3540193
C06630-K1,3528906
C06630-K2,3525855
C06630-K2,3532160
C06630-K2,3534070
C06630-K2,3538203
C06630-K2,3539386
C06630-K2,3539719
C06630-K2,3541440
C06630-K2,3545353
C06630-K2,3545814
C06630-K2,3569135
C06630-K2,3569186
C06630-K2,3575719
C06636-K1,3519520
C06651-K1,3537400
C06663-K2,3529699
C06663-K2,3529763
C06663-K2,3534724
C06663-K2,3537494
C06663-K2,3538431
C06663-K2,3538798
C06663-K2,3543099
C06663-K2,3543102
C06663-K2,3543145
C06663-K2,3546378
C06663-K2,3547395
C06663-K2,3548422
C06663-K2,3548464
C06663-K2,3564301
C06669-K1,3438732
C06710-K1,3473057
C06740-K1,3554801
C06740-K1,3554886
C06740-K1,3554901
C06740-K1,3566033
C06744-K2,3515373
C06744-K2,3531222
C06744-K2,3533224
C06744-K2,3534012
C06744-K2,3534518
C06744-K2,3534749
C06744-K2,3534819
C06744-K2,3534860
C06744-K2,3536187
C06744-K2,3540442
C06744-K2,3540468
C06744-K2,3540490
C06744-K2,3540491
C06744-K2,3540495
C06744-K2,3540516
C06744-K2,3540543
C06744-K2,3540545
C06744-K2,3540589
C06744-K2,3541132
C06744-K2,3541154
C06744-K2,3541446
C06744-K2,3544352
C06744-K2,3544611
C06744-K2,3547338
C06744-K2,3555903
C06744-K2,3555907
C06744-K2,3555942
C06744-K2,3566615
C06744-K2,3572018
C06744-K2,3572896
C06744-K2,3572955
C06744-K2,3573001
C06744-K2,3576525
C06856-K1,3533523
C06860-K1,3527360
C06906-K1,3528428
C06940-K1,3515375
C06940-K1,3525384
C06940-K1,3525666
C06940-K1,3534894
C06940-K1,3544662
C06947-K2,3432046
C06948-K1,3465704
C06976-K1,3468251
C07033-K1,3440591
C07069-K1,3432604
C07102-K1,3465154
C07102-K1,3465188
C07134-K2,3553188
C07134-K2,3553209
C07134-K2,3553231
C07134-K2,3555360
C07171-K2,3471684
C07185-K2,3491096
C07185-K2,3509432
C07196-K2,3536083
C07196-K2,3536149
C07207-K1,3460561
C07212-K2,3432558
C07212-K2,3436877
C07212-K2,3440633
C07212-K2,3456759
C07212-K2,3464148
C07212-K2,3524594
C07214-K1,3540530
C07220-K1,3521089
C07220-K1,3529526
C07220-K1,3538477
C07220-K1,3538499
C07220-K1,3541385
C07297-K1,3012743
C07297-K1,3015809
C07297-K1,3021030
C07297-K1,3021302
C07297-K1,3036242
C07297-K1,3107995
C07297-K1,3281598
C07297-K1,3285154
C07297-K1,3286312
C07297-K1,3294774
C07297-K1,3300608
C07297-K1,3301349
C07297-K1,3302665
C07297-K1,3306875
C07297-K1,3306994
C07297-K1,3313868
C07297-K1,3314029
C07297-K1,3315965
C07297-K1,3318573
C07297-K1,3321259
C07297-K1,3325589
C07297-K1,3326017
C07297-K1,3327729
C07297-K1,3327977
C07297-K1,3330113
C07297-K1,3331746
C07297-K1,3332599
C07297-K1,3333470
C07297-K1,3336169
C07297-K1,3336864
C07297-K1,3338228
C07297-K1,3340408
C07297-K1,3343992
C07297-K1,3345079
C07297-K1,3347770
C07297-K1,3353617
C07297-K1,3354712
C07297-K1,3356886
C07297-K1,3360149
C07297-K1,3361935
C07297-K1,3362426
C07297-K1,3365564
C07297-K1,3367451
C07297-K1,3368901
C07297-K1,3376009
C07297-K1,3378534
C07297-K1,3382728
C07297-K1,3382787
C07297-K1,3385904
C07297-K1,3386465
C07297-K1,3388355
C07297-K1,3389543
C07297-K1,3389922
C07297-K1,3389929
C07297-K1,3390008
C07297-K1,3390666
C07297-K1,3390678
C07297-K1,3390686
C07297-K1,3391572
C07297-K1,3398572
C07297-K1,3398575
C07297-K1,3401829
C07297-K1,3407217
C07297-K1,3410022
C07297-K1,3414084
C07297-K1,3416525
C07297-K1,3417709
C07297-K1,3419224
C07297-K1,3419637
C07297-K1,3421661
C07297-K1,3426019
C07297-K1,3426672
C07297-K1,3430683
C07297-K1,3430737
C07297-K1,3434346
C07297-K1,3434436
C07297-K1,3435053
C07297-K1,3436710
C07297-K1,3441578
C07297-K1,3447953
C07297-K1,3448365
C07297-K1,3450055
C07297-K1,3450285
C07297-K1,3450880
C07297-K1,3451837
C07297-K1,3454283
C07297-K1,3456278
C07297-K1,3458196
C07297-K1,3459841
C07297-K1,3460711
C07297-K1,3462900
C07297-K1,3463839
C07297-K1,3464219
C07297-K1,3465543
C07297-K1,3467250
C07297-K1,3469605
C07297-K1,3473012
C07297-K1,3474057
C07297-K1,3476602
C07297-K1,3476633
C07297-K1,3476665
C07297-K1,3476682
C07297-K1,3477578
C07297-K1,3478191
C07297-K1,3485191
C07297-K1,3486350
C07297-K1,3486657
C07297-K1,3487430
C07297-K1,3488891
C07297-K1,3490869
C07297-K1,3495504
C07297-K1,3498106
C07297-K1,3499020
C07297-K1,3501329
C07297-K1,3509828
C07297-K1,3510764
C07297-K1,3511404
C07297-K1,3512595
C07297-K1,3512612
C07297-K1,3514918
C07297-K1,3515368
C07297-K1,3515580
C07297-K1,3515732
C07297-K1,3515761
C07297-K1,3515778
C07297-K1,3515812
C07297-K1,3515815
C07297-K1,3515867
C07297-K1,3515902
C07297-K1,3517584
C07297-K1,3519565
C07297-K1,3524236
C07297-K1,3525701
C07297-K1,3525776
C07297-K1,3528802
C07297-K1,3529951
C07297-K1,3532037
C07297-K1,3532896
C07297-K1,3534392
C07297-K1,3535145
C07297-K1,3538220
C07297-K1,3540177
C07297-K1,3541280
C07297-K1,3541300
C07297-K1,3550382
C07297-K1,3552086
C07297-K1,3553784
C07297-K1,3557410
C07297-K1,3558559
C07297-K1,3560363
C07297-K1,3561448
C07297-K1,3562088
C07297-K1,3563808
C07297-K1,3565596
C07297-K1,3565606
C07297-K1,3569953
C07297-K1,3570442
C07297-K1,3570456
C07297-K1,3570470
C07297-K1,3579655
C07297-K1,3585834
C07297-K1,3586692
C07297-K1,3588834
C07297-K2,3010803
C07297-K2,3015958
C07297-K2,3021986
C07297-K2,3022203
C07297-K2,3022310
C07297-K2,3023034
C07297-K2,3025749
C07297-K2,3030455
C07297-K2,3034611
C07297-K2,3034660
C07297-K2,3045898
C07297-K2,3047916
C07297-K2,3050917
C07297-K2,3054333
C07297-K2,3059233
C07297-K2,3062237
C07297-K2,3063297
C07297-K2,3067446
C07297-K2,3073374
C07297-K2,3073696
C07297-K2,3096460
C07297-K2,3097523
C07297-K2,3101082
C07297-K2,3108213
C07297-K2,3113298
C07297-K2,3114703
C07297-K2,3128932
C07297-K2,3129414
C07297-K2,3129494
C07297-K2,3134241
C07297-K2,3134264
C07297-K2,3136310
C07297-K2,3139764
C07297-K2,3144726
C07297-K2,3144755
C07297-K2,3144835
C07297-K2,3146695
C07297-K2,3148413
C07297-K2,3155075
C07297-K2,3157238
C07297-K2,3158394
C07297-K2,3158612
C07297-K2,3168598
C07297-K2,3182206
C07297-K2,3189596
C07297-K2,3193240
C07297-K2,3193993
C07297-K2,3195406
C07297-K2,3195430
C07297-K2,3199908
C07297-K2,3202734
C07297-K2,3203757
C07297-K2,3205772
C07297-K2,3207056
C07297-K2,3207110
C07297-K2,3207770
C07297-K2,3209521
C07297-K2,3210047
C07297-K2,3211638
C07297-K2,3212171
C07297-K2,3215928
C07297-K2,3216052
C07297-K2,3216054
C07297-K2,3216100
C07297-K2,3216914
C07297-K2,3223790
C07297-K2,3224075
C07297-K2,3226360
C07297-K2,3234891
C07297-K2,3238827
C07297-K2,3239370
C07297-K2,3239531
C07297-K2,3239533
C07297-K2,3239774
C07297-K2,3241648
C07297-K2,3242742
C07297-K2,3245087
C07297-K2,3247057
C07297-K2,3247065
C07297-K2,3250907
C07297-K2,3253890
C07297-K2,3253962
C07297-K2,3255729
C07297-K2,3256846
C07297-K2,3261518
C07297-K2,3262502
C07297-K2,3262527
C07297-K2,3265296
C07297-K2,3265635
C07297-K2,3265678
C07297-K2,3266551
C07297-K2,3267011
C07297-K2,3267459
C07297-K2,3268110
C07297-K2,3270841
C07297-K2,3271815
C07297-K2,3272010
C07297-K2,3272014
C07304-K1,3537210
C07311-K1,3465441
C07468-K1,3549731
C07474-K1,3443548
C07508-K2,3520143
C07508-K2,3527304
C07508-K2,3527332
C07508-K2,3527365
C07508-K2,3542053
C07508-K2,3546314
C07508-K2,3558887
C07518-K2,3459464
C07518-K2,3461216
C07562-K1,3531874
C07562-K1,3532059
C07562-K2,3518392
C07562-K2,3537405
C07562-K2,3539604
C07562-K2,3541337
C07562-K2,3541847
C07562-K2,3542564
C07562-K2,3542583
C07562-K2,3543744
C07562-K2,3544661
C07562-K2,3546927
C07562-K2,3548402
C07562-K2,3553888
C07562-K2,3557657
C07562-K2,3557727
C07562-K2,3557941
C07562-K2,3565075
C07562-K2,3569747
C07562-K2,3570613
C07562-K2,3571263
C07562-K2,3576874
C07576-K1,3553098
C07594-K1,3431637
C07612-K1,3435705
C07612-K1,3454016
C07612-K1,3500738
C07628-K1,3543727
C07628-K1,3546130
C07671-K1,3304626
C07671-K1,3305022
C07671-K1,3305132
C07671-K1,3517519
C07671-K1,3517689
C07671-K1,3518054
C07671-K1,3518160
C07671-K1,3518259
C07671-K2,3000751
C07671-K2,3000770
C07671-K2,3000798
C07671-K2,3000948
C07671-K2,3001294
C07671-K2,3001693
C07671-K2,3001793
C07671-K2,3001935
C07671-K2,3002124
C07671-K2,3002337
C07671-K2,3002669
C07671-K2,3002866
C07671-K2,3002969
C07671-K2,3003128
C07671-K2,3003290
C07671-K2,3003602
C07671-K2,3003919
C07671-K2,3003979
C07671-K2,3004190
C07671-K2,3004347
C07671-K2,3004421
C07671-K2,3004479
C07671-K2,3004653
C07671-K2,3005073
C07671-K2,3005142
C07671-K2,3005331
C07671-K2,3005593
C07671-K2,3005776
C07671-K2,3005777
C07671-K2,3005783
C07671-K2,3005964
C07671-K2,3005986
C07671-K2,3006154
C07671-K2,3006179
C07671-K2,3006284
C07671-K2,3006372
C07671-K2,3006411
C07671-K2,3006444
C07671-K2,3006583
C07671-K2,3006634
C07671-K2,3006804
C07671-K2,3006812
C07671-K2,3007762
C07671-K2,3007767
C07671-K2,3007780
C07671-K2,3007930
C07671-K2,3008304
C07671-K2,3008530
C07671-K2,3008652
C07671-K2,3008807
C07671-K2,3008838
C07671-K2,3008877
C07671-K2,3008879
C07671-K2,3008959
C07671-K2,3009169
C07671-K2,3009967
C07671-K2,3010059
C07671-K2,3010250
C07671-K2,3010259
C07671-K2,3010307
C07671-K2,3010334
C07671-K2,3010426
C07671-K2,3012769
C07671-K2,3012789
C07671-K2,3012829
C07671-K2,3012915
C07671-K2,3013040
C07671-K2,3013529
C07671-K2,3013556
C07671-K2,3014484
C07671-K2,3015577
C07671-K2,3016335
C07671-K2,3016582
C07671-K2,3016782
C07671-K2,3016845
C07671-K2,3017394
C07671-K2,3017443
C07671-K2,3017829
C07671-K2,3018598
C07671-K2,3018667
C07671-K2,3019085
C07671-K2,3019497
C07671-K2,3020094
C07671-K2,3022594
C07671-K2,3022930
C07671-K2,3023140
C07671-K2,3023468
C07671-K2,3024195
C07671-K2,3024284
C07671-K2,3024390
C07671-K2,3026900
C07671-K2,3026939
C07671-K2,3026955
C07671-K2,3027094
C07671-K2,3027316
C07671-K2,3027317
C07671-K2,3028314
C07671-K2,3028857
C07671-K2,3030532
C07671-K2,3031710
C07671-K2,3031772
C07671-K2,3031777
C07671-K2,3031927
C07671-K2,3032758
C07671-K2,3036179
C07671-K2,3036367
C07671-K2,3036893
C07671-K2,3037726
C07671-K2,3038950
C07671-K2,3039078
C07671-K2,3040037
C07671-K2,3040711
C07671-K2,3040896
C07671-K2,3040901
C07671-K2,3041233
C07671-K2,3042317
C07671-K2,3042344
C07671-K2,3042719
C07671-K2,3042815
C07671-K2,3043080
C07671-K2,3043727
C07671-K2,3045081
C07671-K2,3045089
C07671-K2,3045158
C07671-K2,3045161
C07671-K2,3046260
C07671-K2,3046567
C07671-K2,3050313
C07671-K2,3051213
C07671-K2,3053898
C07671-K2,3054085
C07671-K2,3056280
C07671-K2,3056641
C07671-K2,3056863
C07671-K2,3057682
C07671-K2,3059257
C07671-K2,3060323
C07671-K2,3061032
C07671-K2,3061650
C07671-K2,3063040
C07671-K2,3063192
C07671-K2,3063267
C07671-K2,3064624
C07671-K2,3065006
C07671-K2,3065072
C07671-K2,3065608
C07671-K2,3065708
C07671-K2,3065746
C07671-K2,3065835
C07671-K2,3066830
C07671-K2,3067345
C07671-K2,3068051
C07671-K2,3068349
C07671-K2,3068803
C07671-K2,3069071
C07671-K2,3070610
C07671-K2,3070614
C07671-K2,3070628
C07671-K2,3071072
C07671-K2,3071102
C07671-K2,3071289
C07671-K2,3072268
C07671-K2,3072365
C07671-K2,3072939
C07671-K2,3073014
C07671-K2,3073111
C07671-K2,3073151
C07671-K2,3075098
C07671-K2,3075741
C07671-K2,3076369
C07671-K2,3076524
C07671-K2,3077358
C07671-K2,3077438
C07671-K2,3077462
C07671-K2,3077484
C07671-K2,3077805
C07671-K2,3077848
C07671-K2,3078089
C07671-K2,3079179
C07671-K2,3079253
C07671-K2,3079899
C07671-K2,3079975
C07671-K2,3083484
C07671-K2,3085212
C07671-K2,3085218
C07671-K2,3085711
C07671-K2,3085735
C07671-K2,3086379
C07671-K2,3087449
C07671-K2,3090128
C07671-K2,3092066
C07671-K2,3092607
C07671-K2,3092632
C07671-K2,3097142
C07671-K2,3099545
C07671-K2,3101656
C07671-K2,3101936
C07671-K2,3103947
C07671-K2,3104373
C07671-K2,3106996
C07671-K2,3107087
C07671-K2,3107433
C07671-K2,3107600
C07671-K2,3107670
C07671-K2,3109187
C07671-K2,3109251
C07671-K2,3109776
C07671-K2,3110153
C07671-K2,3112239
C07671-K2,3112324
C07671-K2,3112552
C07671-K2,3112561
C07671-K2,3113140
C07671-K2,3114658
C07671-K2,3114739
C07671-K2,3116132
C07671-K2,3116400
C07671-K2,3117085
C07671-K2,3117123
C07671-K2,3118323
C07671-K2,3119010
C07671-K2,3119302
C07671-K2,3120420
C07671-K2,3120423
C07671-K2,3120737
C07671-K2,3121557
C07671-K2,3122136
C07671-K2,3122851
C07671-K2,3122883
C07671-K2,3123448
C07671-K2,3123587
C07671-K2,3125116
C07671-K2,3125251
C07671-K2,3125453
C07671-K2,3126224
C07671-K2,3128911
C07671-K2,3129140
C07671-K2,3130256
C07671-K2,3130372
C07671-K2,3130565
C07671-K2,3132052
C07671-K2,3132795
C07671-K2,3132980
C07671-K2,3133251
C07671-K2,3133552
C07671-K2,3133630
C07671-K2,3134372
C07671-K2,3134783
C07671-K2,3134853
C07671-K2,3135843
C07671-K2,3135857
C07671-K2,3136601
C07671-K2,3136907
C07671-K2,3137484
C07671-K2,3137553
C07671-K2,3137565
C07671-K2,3138012
C07671-K2,3138263
C07671-K2,3139197
C07671-K2,3139355
C07671-K2,3139383
C07671-K2,3140644
C07671-K2,3141129
C07671-K2,3141434
C07671-K2,3141640
C07671-K2,3141771
C07671-K2,3143016
C07671-K2,3143642
C07671-K2,3146133
C07671-K2,3146342
C07671-K2,3146518
C07671-K2,3146864
C07671-K2,3146987
C07671-K2,3147352
C07671-K2,3149537
C07671-K2,3149589
C07671-K2,3150720
C07671-K2,3151381
C07671-K2,3152016
C07671-K2,3152050
C07671-K2,3152185
C07671-K2,3152237
C07671-K2,3152258
C07671-K2,3152825
C07671-K2,3152907
C07671-K2,3152946
C07671-K2,3153034
C07671-K2,3153205
C07671-K2,3153464
C07671-K2,3154134
C07671-K2,3154264
C07671-K2,3155259
C07671-K2,3156193
C07671-K2,3156215
C07671-K2,3156236
C07671-K2,3156408
C07671-K2,3157154
C07671-K2,3157752
C07671-K2,3157826
